date,coque de piscine,isPartial
2018-01-07,0,False
2018-01-14,22,False
2018-01-21,43,False
2018-01-28,22,False
2018-02-04,22,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,23,False
2018-03-04,22,False
2018-03-11,23,False
2018-03-18,23,False
2018-03-25,22,False
2018-04-01,0,False
2018-04-08,44,False
2018-04-15,24,False
2018-04-22,0,False
2018-04-29,38,False
2018-05-06,32,False
2018-05-13,45,False
2018-05-20,46,False
2018-05-27,22,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,29,False
2018-06-24,43,False
2018-07-01,36,False
2018-07-08,99,False
2018-07-15,41,False
2018-07-22,100,False
2018-07-29,35,False
2018-08-05,28,False
2018-08-12,57,False
2018-08-19,27,False
2018-08-26,24,False
2018-09-02,56,False
2018-09-09,22,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,22,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,35,False
2018-11-04,22,False
2018-11-11,0,False
2018-11-18,21,False
2018-11-25,22,False
2018-12-02,22,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,26,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,21,False
2019-01-27,0,False
2019-02-03,21,False
2019-02-10,36,False
2019-02-17,22,False
2019-02-24,34,False
2019-03-03,22,False
2019-03-10,22,False
2019-03-17,22,False
2019-03-24,39,False
2019-03-31,0,False
2019-04-07,23,False
2019-04-14,24,False
2019-04-21,50,False
2019-04-28,37,False
2019-05-05,48,False
2019-05-12,47,False
2019-05-19,23,False
2019-05-26,24,False
2019-06-02,32,False
2019-06-09,23,False
2019-06-16,31,False
2019-06-23,62,False
2019-06-30,47,False
2019-07-07,36,False
2019-07-14,51,False
2019-07-21,53,False
2019-07-28,42,False
2019-08-04,29,False
2019-08-11,31,False
2019-08-18,29,False
2019-08-25,51,False
2019-09-01,23,False
2019-09-08,34,False
2019-09-15,22,False
2019-09-22,22,False
2019-09-29,22,False
2019-10-06,22,False
2019-10-13,0,False
2019-10-20,23,False
2019-10-27,23,False
2019-11-03,29,False
2019-11-10,22,False
2019-11-17,0,False
2019-11-24,21,False
2019-12-01,42,False
2019-12-08,42,False
2019-12-15,22,False
2019-12-22,0,False
2019-12-29,49,False
2020-01-05,32,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,21,False
2020-02-02,43,False
2020-02-09,22,False
2020-02-16,22,False
2020-02-23,21,False
2020-03-01,20,False
2020-03-08,20,False
2020-03-15,0,False
2020-03-22,22,False
2020-03-29,21,False
2020-04-05,43,False
2020-04-12,37,False
2020-04-19,21,False
2020-04-26,21,False
2020-05-03,47,False
2020-05-10,63,False
2020-05-17,76,True
