date,coque de piscine,isPartial
2018-01-07,33,False
2018-01-14,33,False
2018-01-21,33,False
2018-01-28,33,False
2018-02-04,44,False
2018-02-11,66,False
2018-02-18,0,False
2018-02-25,32,False
2018-03-04,33,False
2018-03-11,67,False
2018-03-18,45,False
2018-03-25,67,False
2018-04-01,34,False
2018-04-08,32,False
2018-04-15,69,False
2018-04-22,69,False
2018-04-29,67,False
2018-05-06,33,False
2018-05-13,33,False
2018-05-20,51,False
2018-05-27,33,False
2018-06-03,44,False
2018-06-10,32,False
2018-06-17,56,False
2018-06-24,77,False
2018-07-01,98,False
2018-07-08,65,False
2018-07-15,100,False
2018-07-22,44,False
2018-07-29,32,False
2018-08-05,63,False
2018-08-12,32,False
2018-08-19,50,False
2018-08-26,33,False
2018-09-02,68,False
2018-09-09,34,False
2018-09-16,33,False
2018-09-23,34,False
2018-09-30,34,False
2018-10-07,51,False
2018-10-14,0,False
2018-10-21,73,False
2018-10-28,0,False
2018-11-04,33,False
2018-11-11,0,False
2018-11-18,34,False
2018-11-25,34,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,50,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,33,False
2019-01-27,32,False
2019-02-03,35,False
2019-02-10,70,False
2019-02-17,35,False
2019-02-24,34,False
2019-03-03,0,False
2019-03-10,52,False
2019-03-17,70,False
2019-03-24,58,False
2019-03-31,68,False
2019-04-07,35,False
2019-04-14,52,False
2019-04-21,65,False
2019-04-28,34,False
2019-05-05,66,False
2019-05-12,33,False
2019-05-19,48,False
2019-05-26,65,False
2019-06-02,76,False
2019-06-09,51,False
2019-06-16,52,False
2019-06-23,47,False
2019-06-30,42,False
2019-07-07,52,False
2019-07-14,64,False
2019-07-21,43,False
2019-07-28,66,False
2019-08-04,80,False
2019-08-11,44,False
2019-08-18,40,False
2019-08-25,29,False
2019-09-01,30,False
2019-09-08,41,False
2019-09-15,31,False
2019-09-22,46,False
2019-09-29,31,False
2019-10-06,47,False
2019-10-13,31,False
2019-10-20,31,False
2019-10-27,31,False
2019-11-03,45,False
2019-11-10,59,False
2019-11-17,29,False
2019-11-24,29,False
2019-12-01,44,False
2019-12-08,30,False
2019-12-15,30,False
2019-12-22,33,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,28,False
2020-01-19,85,False
2020-01-26,58,False
2020-02-02,85,False
2020-02-09,43,False
2020-02-16,57,False
2020-02-23,54,False
2020-03-01,27,False
2020-03-08,0,False
2020-03-15,25,False
2020-03-22,24,False
2020-03-29,32,False
2020-04-05,36,False
2020-04-12,74,False
2020-04-19,55,False
2020-04-26,68,False
2020-05-03,76,False
2020-05-10,55,False
2020-05-17,59,True
