date,Kochkurs,isPartial
2018-01-07,32,False
2018-01-14,33,False
2018-01-21,46,False
2018-01-28,23,False
2018-02-04,29,False
2018-02-11,42,False
2018-02-18,46,False
2018-02-25,46,False
2018-03-04,31,False
2018-03-11,64,False
2018-03-18,18,False
2018-03-25,39,False
2018-04-01,26,False
2018-04-08,34,False
2018-04-15,44,False
2018-04-22,19,False
2018-04-29,34,False
2018-05-06,38,False
2018-05-13,29,False
2018-05-20,23,False
2018-05-27,33,False
2018-06-03,35,False
2018-06-10,18,False
2018-06-17,34,False
2018-06-24,24,False
2018-07-01,29,False
2018-07-08,40,False
2018-07-15,47,False
2018-07-22,50,False
2018-07-29,25,False
2018-08-05,32,False
2018-08-12,49,False
2018-08-19,15,False
2018-08-26,63,False
2018-09-02,36,False
2018-09-09,33,False
2018-09-16,34,False
2018-09-23,29,False
2018-09-30,70,False
2018-10-07,71,False
2018-10-14,43,False
2018-10-21,79,False
2018-10-28,53,False
2018-11-04,40,False
2018-11-11,33,False
2018-11-18,42,False
2018-11-25,74,False
2018-12-02,79,False
2018-12-09,91,False
2018-12-16,56,False
2018-12-23,44,False
2018-12-30,32,False
2019-01-06,44,False
2019-01-13,59,False
2019-01-20,33,False
2019-01-27,76,False
2019-02-03,28,False
2019-02-10,41,False
2019-02-17,45,False
2019-02-24,47,False
2019-03-03,71,False
2019-03-10,41,False
2019-03-17,49,False
2019-03-24,42,False
2019-03-31,37,False
2019-04-07,70,False
2019-04-14,31,False
2019-04-21,16,False
2019-04-28,64,False
2019-05-05,34,False
2019-05-12,23,False
2019-05-19,37,False
2019-05-26,14,False
2019-06-02,20,False
2019-06-09,28,False
2019-06-16,35,False
2019-06-23,34,False
2019-06-30,53,False
2019-07-07,33,False
2019-07-14,24,False
2019-07-21,35,False
2019-07-28,34,False
2019-08-04,38,False
2019-08-11,47,False
2019-08-18,18,False
2019-08-25,43,False
2019-09-01,21,False
2019-09-08,34,False
2019-09-15,47,False
2019-09-22,45,False
2019-09-29,57,False
2019-10-06,64,False
2019-10-13,49,False
2019-10-20,26,False
2019-10-27,51,False
2019-11-03,46,False
2019-11-10,66,False
2019-11-17,69,False
2019-11-24,51,False
2019-12-01,72,False
2019-12-08,100,False
2019-12-15,82,False
2019-12-22,69,False
2019-12-29,46,False
2020-01-05,18,False
2020-01-12,41,False
2020-01-19,47,False
2020-01-26,34,False
2020-02-02,39,False
2020-02-09,64,False
2020-02-16,55,False
2020-02-23,30,False
2020-03-01,35,False
2020-03-08,51,False
2020-03-15,12,False
2020-03-22,12,False
2020-03-29,20,False
2020-04-05,28,False
2020-04-12,20,False
2020-04-19,12,False
2020-04-26,24,False
2020-05-03,29,False
2020-05-10,24,False
2020-05-17,55,True
