date,Kochkurs,isPartial
2018-01-07,32,False
2018-01-14,63,False
2018-01-21,32,False
2018-01-28,96,False
2018-02-04,33,False
2018-02-11,96,False
2018-02-18,33,False
2018-02-25,32,False
2018-03-04,33,False
2018-03-11,33,False
2018-03-18,33,False
2018-03-25,0,False
2018-04-01,36,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,35,False
2018-04-29,36,False
2018-05-06,75,False
2018-05-13,69,False
2018-05-20,35,False
2018-05-27,0,False
2018-06-03,35,False
2018-06-10,66,False
2018-06-17,100,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,35,False
2018-08-05,99,False
2018-08-12,33,False
2018-08-19,33,False
2018-08-26,0,False
2018-09-02,33,False
2018-09-09,34,False
2018-09-16,33,False
2018-09-23,33,False
2018-09-30,0,False
2018-10-07,35,False
2018-10-14,33,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,31,False
2018-11-11,0,False
2018-11-18,74,False
2018-11-25,32,False
2018-12-02,31,False
2018-12-09,31,False
2018-12-16,63,False
2018-12-23,67,False
2018-12-30,63,False
2019-01-06,58,False
2019-01-13,38,False
2019-01-20,29,False
2019-01-27,29,False
2019-02-03,29,False
2019-02-10,31,False
2019-02-17,50,False
2019-02-24,30,False
2019-03-03,29,False
2019-03-10,29,False
2019-03-17,31,False
2019-03-24,31,False
2019-03-31,31,False
2019-04-07,30,False
2019-04-14,34,False
2019-04-21,32,False
2019-04-28,30,False
2019-05-05,29,False
2019-05-12,30,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,45,False
2019-06-09,31,False
2019-06-16,30,False
2019-06-23,0,False
2019-06-30,30,False
2019-07-07,0,False
2019-07-14,49,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,61,False
2019-08-18,30,False
2019-08-25,30,False
2019-09-01,60,False
2019-09-08,30,False
2019-09-15,31,False
2019-09-22,29,False
2019-09-29,48,False
2019-10-06,30,False
2019-10-13,29,False
2019-10-20,28,False
2019-10-27,55,False
2019-11-03,27,False
2019-11-10,27,False
2019-11-17,54,False
2019-11-24,40,False
2019-12-01,37,False
2019-12-08,46,False
2019-12-15,56,False
2019-12-22,69,False
2019-12-29,0,False
2020-01-05,26,False
2020-01-12,25,False
2020-01-19,52,False
2020-01-26,64,False
2020-02-02,0,False
2020-02-09,0,False
2020-02-16,51,False
2020-02-23,25,False
2020-03-01,25,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,47,False
2020-04-26,0,False
2020-05-03,23,False
2020-05-10,0,False
2020-05-17,0,True
