date,Elektrotechnik,isPartial
2018-01-07,46,False
2018-01-14,12,False
2018-01-21,58,False
2018-01-28,23,False
2018-02-04,24,False
2018-02-11,48,False
2018-02-18,60,False
2018-02-25,37,False
2018-03-04,24,False
2018-03-11,46,False
2018-03-18,71,False
2018-03-25,25,False
2018-04-01,38,False
2018-04-08,13,False
2018-04-15,28,False
2018-04-22,70,False
2018-04-29,53,False
2018-05-06,0,False
2018-05-13,12,False
2018-05-20,37,False
2018-05-27,13,False
2018-06-03,72,False
2018-06-10,70,False
2018-06-17,25,False
2018-06-24,24,False
2018-07-01,36,False
2018-07-08,71,False
2018-07-15,12,False
2018-07-22,37,False
2018-07-29,25,False
2018-08-05,48,False
2018-08-12,12,False
2018-08-19,24,False
2018-08-26,12,False
2018-09-02,12,False
2018-09-09,12,False
2018-09-16,36,False
2018-09-23,37,False
2018-09-30,26,False
2018-10-07,14,False
2018-10-14,15,False
2018-10-21,15,False
2018-10-28,40,False
2018-11-04,0,False
2018-11-11,29,False
2018-11-18,74,False
2018-11-25,29,False
2018-12-02,28,False
2018-12-09,98,False
2018-12-16,63,False
2018-12-23,0,False
2018-12-30,12,False
2019-01-06,44,False
2019-01-13,33,False
2019-01-20,33,False
2019-01-27,33,False
2019-02-03,0,False
2019-02-10,22,False
2019-02-17,12,False
2019-02-24,34,False
2019-03-03,58,False
2019-03-10,46,False
2019-03-17,0,False
2019-03-24,57,False
2019-03-31,35,False
2019-04-07,34,False
2019-04-14,12,False
2019-04-21,12,False
2019-04-28,34,False
2019-05-05,11,False
2019-05-12,0,False
2019-05-19,11,False
2019-05-26,44,False
2019-06-02,11,False
2019-06-09,0,False
2019-06-16,34,False
2019-06-23,11,False
2019-06-30,22,False
2019-07-07,22,False
2019-07-14,23,False
2019-07-21,48,False
2019-07-28,35,False
2019-08-04,48,False
2019-08-11,47,False
2019-08-18,23,False
2019-08-25,34,False
2019-09-01,33,False
2019-09-08,34,False
2019-09-15,0,False
2019-09-22,24,False
2019-09-29,45,False
2019-10-06,72,False
2019-10-13,50,False
2019-10-20,99,False
2019-10-27,48,False
2019-11-03,36,False
2019-11-10,0,False
2019-11-17,59,False
2019-11-24,12,False
2019-12-01,24,False
2019-12-08,36,False
2019-12-15,0,False
2019-12-22,27,False
2019-12-29,11,False
2020-01-05,37,False
2020-01-12,10,False
2020-01-19,0,False
2020-01-26,11,False
2020-02-02,100,False
2020-02-09,20,False
2020-02-16,23,False
2020-02-23,11,False
2020-03-01,11,False
2020-03-08,21,False
2020-03-15,0,False
2020-03-22,17,False
2020-03-29,9,False
2020-04-05,29,False
2020-04-12,9,False
2020-04-19,36,False
2020-04-26,9,False
2020-05-03,38,False
2020-05-10,19,False
2020-05-17,10,False
2020-05-24,39,False
2020-05-31,19,False
2020-06-07,41,False
2020-06-14,10,False
2020-06-21,32,False
2020-06-28,32,False
2020-07-05,0,False
