date,Elektrotechnik,isPartial
2018-01-07,43,False
2018-01-14,35,False
2018-01-21,59,False
2018-01-28,48,False
2018-02-04,25,False
2018-02-11,36,False
2018-02-18,40,False
2018-02-25,56,False
2018-03-04,39,False
2018-03-11,55,False
2018-03-18,35,False
2018-03-25,26,False
2018-04-01,40,False
2018-04-08,36,False
2018-04-15,0,False
2018-04-22,46,False
2018-04-29,75,False
2018-05-06,34,False
2018-05-13,24,False
2018-05-20,42,False
2018-05-27,25,False
2018-06-03,44,False
2018-06-10,39,False
2018-06-17,31,False
2018-06-24,35,False
2018-07-01,34,False
2018-07-08,22,False
2018-07-15,22,False
2018-07-22,23,False
2018-07-29,28,False
2018-08-05,18,False
2018-08-12,58,False
2018-08-19,49,False
2018-08-26,26,False
2018-09-02,50,False
2018-09-09,33,False
2018-09-16,62,False
2018-09-23,29,False
2018-09-30,35,False
2018-10-07,45,False
2018-10-14,42,False
2018-10-21,34,False
2018-10-28,24,False
2018-11-04,50,False
2018-11-11,41,False
2018-11-18,25,False
2018-11-25,33,False
2018-12-02,40,False
2018-12-09,36,False
2018-12-16,57,False
2018-12-23,9,False
2018-12-30,9,False
2019-01-06,36,False
2019-01-13,43,False
2019-01-20,23,False
2019-01-27,35,False
2019-02-03,16,False
2019-02-10,43,False
2019-02-17,31,False
2019-02-24,23,False
2019-03-03,31,False
2019-03-10,26,False
2019-03-17,35,False
2019-03-24,43,False
2019-03-31,20,False
2019-04-07,35,False
2019-04-14,35,False
2019-04-21,21,False
2019-04-28,39,False
2019-05-05,53,False
2019-05-12,38,False
2019-05-19,30,False
2019-05-26,36,False
2019-06-02,40,False
2019-06-09,17,False
2019-06-16,16,False
2019-06-23,25,False
2019-06-30,33,False
2019-07-07,42,False
2019-07-14,31,False
2019-07-21,46,False
2019-07-28,9,False
2019-08-04,28,False
2019-08-11,23,False
2019-08-18,31,False
2019-08-25,50,False
2019-09-01,28,False
2019-09-08,53,False
2019-09-15,42,False
2019-09-22,48,False
2019-09-29,51,False
2019-10-06,29,False
2019-10-13,61,False
2019-10-20,68,False
2019-10-27,44,False
2019-11-03,42,False
2019-11-10,45,False
2019-11-17,62,False
2019-11-24,45,False
2019-12-01,42,False
2019-12-08,46,False
2019-12-15,22,False
2019-12-22,18,False
2019-12-29,18,False
2020-01-05,44,False
2020-01-12,100,False
2020-01-19,47,False
2020-01-26,52,False
2020-02-02,47,False
2020-02-09,43,False
2020-02-16,62,False
2020-02-23,52,False
2020-03-01,10,False
2020-03-08,35,False
2020-03-15,37,False
2020-03-22,35,False
2020-03-29,40,False
2020-04-05,16,False
2020-04-12,42,False
2020-04-19,29,False
2020-04-26,37,False
2020-05-03,29,False
2020-05-10,49,False
2020-05-17,37,False
2020-05-24,49,False
2020-05-31,28,False
2020-06-07,50,False
2020-06-14,38,False
2020-06-21,45,False
2020-06-28,42,False
2020-07-05,29,False
