date,Elektrotechnik,isPartial
2018-01-07,17,False
2018-01-14,34,False
2018-01-21,17,False
2018-01-28,34,False
2018-02-04,25,False
2018-02-11,16,False
2018-02-18,33,False
2018-02-25,48,False
2018-03-04,34,False
2018-03-11,17,False
2018-03-18,18,False
2018-03-25,27,False
2018-04-01,40,False
2018-04-08,42,False
2018-04-15,22,False
2018-04-22,0,False
2018-04-29,23,False
2018-05-06,67,False
2018-05-13,0,False
2018-05-20,32,False
2018-05-27,22,False
2018-06-03,31,False
2018-06-10,40,False
2018-06-17,40,False
2018-06-24,19,False
2018-07-01,48,False
2018-07-08,20,False
2018-07-15,39,False
2018-07-22,39,False
2018-07-29,47,False
2018-08-05,18,False
2018-08-12,28,False
2018-08-19,19,False
2018-08-26,39,False
2018-09-02,41,False
2018-09-09,31,False
2018-09-16,21,False
2018-09-23,20,False
2018-09-30,40,False
2018-10-07,63,False
2018-10-14,32,False
2018-10-21,22,False
2018-10-28,42,False
2018-11-04,21,False
2018-11-11,22,False
2018-11-18,31,False
2018-11-25,21,False
2018-12-02,20,False
2018-12-09,20,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,16,False
2019-01-06,33,False
2019-01-13,33,False
2019-01-20,25,False
2019-01-27,33,False
2019-02-03,33,False
2019-02-10,58,False
2019-02-17,24,False
2019-02-24,40,False
2019-03-03,15,False
2019-03-10,24,False
2019-03-17,0,False
2019-03-24,18,False
2019-03-31,19,False
2019-04-07,19,False
2019-04-14,100,False
2019-04-21,40,False
2019-04-28,41,False
2019-05-05,40,False
2019-05-12,60,False
2019-05-19,39,False
2019-05-26,19,False
2019-06-02,20,False
2019-06-09,19,False
2019-06-16,19,False
2019-06-23,19,False
2019-06-30,19,False
2019-07-07,0,False
2019-07-14,73,False
2019-07-21,18,False
2019-07-28,17,False
2019-08-04,35,False
2019-08-11,17,False
2019-08-18,52,False
2019-08-25,55,False
2019-09-01,26,False
2019-09-08,77,False
2019-09-15,36,False
2019-09-22,27,False
2019-09-29,32,False
2019-10-06,16,False
2019-10-13,50,False
2019-10-20,33,False
2019-10-27,33,False
2019-11-03,48,False
2019-11-10,16,False
2019-11-17,16,False
2019-11-24,16,False
2019-12-01,82,False
2019-12-08,24,False
2019-12-15,0,False
2019-12-22,15,False
2019-12-29,13,False
2020-01-05,20,False
2020-01-12,20,False
2020-01-19,34,False
2020-01-26,19,False
2020-02-02,24,False
2020-02-09,44,False
2020-02-16,12,False
2020-02-23,0,False
2020-03-01,43,False
2020-03-08,18,False
2020-03-15,28,False
2020-03-22,33,False
2020-03-29,35,False
2020-04-05,0,False
2020-04-12,22,False
2020-04-19,58,False
2020-04-26,29,False
2020-05-03,15,False
2020-05-10,30,False
2020-05-17,0,False
2020-05-24,47,False
2020-05-31,31,False
2020-06-07,15,False
2020-06-14,43,False
2020-06-21,15,False
2020-06-28,14,False
2020-07-05,29,False
