date,Elektrotechnik,isPartial
2018-01-07,0,False
2018-01-14,35,False
2018-01-21,36,False
2018-01-28,52,False
2018-02-04,69,False
2018-02-11,35,False
2018-02-18,33,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,76,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,39,False
2018-04-22,38,False
2018-04-29,37,False
2018-05-06,0,False
2018-05-13,74,False
2018-05-20,0,False
2018-05-27,37,False
2018-06-03,36,False
2018-06-10,51,False
2018-06-17,35,False
2018-06-24,0,False
2018-07-01,49,False
2018-07-08,32,False
2018-07-15,0,False
2018-07-22,32,False
2018-07-29,0,False
2018-08-05,31,False
2018-08-12,0,False
2018-08-19,47,False
2018-08-26,0,False
2018-09-02,68,False
2018-09-09,0,False
2018-09-16,70,False
2018-09-23,0,False
2018-09-30,74,False
2018-10-07,37,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,36,False
2018-11-11,37,False
2018-11-18,0,False
2018-11-25,55,False
2018-12-02,36,False
2018-12-09,36,False
2018-12-16,37,False
2018-12-23,0,False
2018-12-30,34,False
2019-01-06,100,False
2019-01-13,0,False
2019-01-20,66,False
2019-01-27,33,False
2019-02-03,49,False
2019-02-10,0,False
2019-02-17,66,False
2019-02-24,34,False
2019-03-03,0,False
2019-03-10,35,False
2019-03-17,34,False
2019-03-24,54,False
2019-03-31,53,False
2019-04-07,35,False
2019-04-14,37,False
2019-04-21,0,False
2019-04-28,34,False
2019-05-05,33,False
2019-05-12,0,False
2019-05-19,33,False
2019-05-26,32,False
2019-06-02,66,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,62,False
2019-07-07,91,False
2019-07-14,30,False
2019-07-21,89,False
2019-07-28,29,False
2019-08-04,30,False
2019-08-11,0,False
2019-08-18,28,False
2019-08-25,61,False
2019-09-01,62,False
2019-09-08,32,False
2019-09-15,32,False
2019-09-22,48,False
2019-09-29,31,False
2019-10-06,98,False
2019-10-13,33,False
2019-10-20,65,False
2019-10-27,31,False
2019-11-03,62,False
2019-11-10,30,False
2019-11-17,61,False
2019-11-24,63,False
2019-12-01,96,False
2019-12-08,48,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,29,False
2020-01-12,28,False
2020-01-19,58,False
2020-01-26,28,False
2020-02-02,27,False
2020-02-09,29,False
2020-02-16,28,False
2020-02-23,54,False
2020-03-01,27,False
2020-03-08,26,False
2020-03-15,26,False
2020-03-22,0,False
2020-03-29,50,False
2020-04-05,57,False
2020-04-12,27,False
2020-04-19,39,False
2020-04-26,52,False
2020-05-03,27,False
2020-05-10,0,False
2020-05-17,28,False
2020-05-24,27,False
2020-05-31,0,False
2020-06-07,0,False
2020-06-14,25,False
2020-06-21,27,False
2020-06-28,51,False
2020-07-05,26,False
