date,ricette torte,isPartial
2018-01-07,38,False
2018-01-14,37,False
2018-01-21,75,False
2018-01-28,0,False
2018-02-04,18,False
2018-02-11,36,False
2018-02-18,18,False
2018-02-25,35,False
2018-03-04,18,False
2018-03-11,18,False
2018-03-18,18,False
2018-03-25,19,False
2018-04-01,0,False
2018-04-08,29,False
2018-04-15,38,False
2018-04-22,20,False
2018-04-29,40,False
2018-05-06,28,False
2018-05-13,29,False
2018-05-20,38,False
2018-05-27,30,False
2018-06-03,20,False
2018-06-10,0,False
2018-06-17,18,False
2018-06-24,27,False
2018-07-01,0,False
2018-07-08,18,False
2018-07-15,0,False
2018-07-22,17,False
2018-07-29,25,False
2018-08-05,16,False
2018-08-12,13,False
2018-08-19,0,False
2018-08-26,16,False
2018-09-02,19,False
2018-09-09,40,False
2018-09-16,100,False
2018-09-23,0,False
2018-09-30,19,False
2018-10-07,0,False
2018-10-14,19,False
2018-10-21,0,False
2018-10-28,28,False
2018-11-04,19,False
2018-11-11,20,False
2018-11-18,20,False
2018-11-25,19,False
2018-12-02,41,False
2018-12-09,20,False
2018-12-16,21,False
2018-12-23,22,False
2018-12-30,20,False
2019-01-06,39,False
2019-01-13,39,False
2019-01-20,36,False
2019-01-27,18,False
2019-02-03,56,False
2019-02-10,19,False
2019-02-17,57,False
2019-02-24,19,False
2019-03-03,20,False
2019-03-10,0,False
2019-03-17,39,False
2019-03-24,19,False
2019-03-31,58,False
2019-04-07,39,False
2019-04-14,21,False
2019-04-21,40,False
2019-04-28,19,False
2019-05-05,19,False
2019-05-12,19,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,39,False
2019-06-09,21,False
2019-06-16,20,False
2019-06-23,19,False
2019-06-30,40,False
2019-07-07,19,False
2019-07-14,0,False
2019-07-21,19,False
2019-07-28,0,False
2019-08-04,16,False
2019-08-11,16,False
2019-08-18,0,False
2019-08-25,15,False
2019-09-01,17,False
2019-09-08,39,False
2019-09-15,19,False
2019-09-22,20,False
2019-09-29,0,False
2019-10-06,39,False
2019-10-13,21,False
2019-10-20,0,False
2019-10-27,20,False
2019-11-03,38,False
2019-11-10,19,False
2019-11-17,20,False
2019-11-24,19,False
2019-12-01,20,False
2019-12-08,20,False
2019-12-15,40,False
2019-12-22,20,False
2019-12-29,29,False
2020-01-05,19,False
2020-01-12,0,False
2020-01-19,27,False
2020-01-26,35,False
2020-02-02,35,False
2020-02-09,55,False
2020-02-16,36,False
2020-02-23,0,False
2020-03-01,33,False
2020-03-08,30,False
2020-03-15,43,False
2020-03-22,39,False
2020-03-29,21,False
2020-04-05,29,False
2020-04-12,31,False
2020-04-19,21,False
2020-04-26,25,True
