date,ricette torte,isPartial
2018-01-07,0,False
2018-01-14,28,False
2018-01-21,54,False
2018-01-28,41,False
2018-02-04,41,False
2018-02-11,0,False
2018-02-18,27,False
2018-02-25,0,False
2018-03-04,52,False
2018-03-11,26,False
2018-03-18,26,False
2018-03-25,28,False
2018-04-01,0,False
2018-04-08,66,False
2018-04-15,28,False
2018-04-22,28,False
2018-04-29,51,False
2018-05-06,27,False
2018-05-13,26,False
2018-05-20,53,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,24,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,43,False
2018-07-08,22,False
2018-07-15,22,False
2018-07-22,0,False
2018-07-29,21,False
2018-08-05,40,False
2018-08-12,41,False
2018-08-19,20,False
2018-08-26,0,False
2018-09-02,21,False
2018-09-09,21,False
2018-09-16,21,False
2018-09-23,0,False
2018-09-30,24,False
2018-10-07,0,False
2018-10-14,40,False
2018-10-21,28,False
2018-10-28,27,False
2018-11-04,26,False
2018-11-11,28,False
2018-11-18,0,False
2018-11-25,40,False
2018-12-02,28,False
2018-12-09,28,False
2018-12-16,29,False
2018-12-23,32,False
2018-12-30,46,False
2019-01-06,0,False
2019-01-13,41,False
2019-01-20,52,False
2019-01-27,26,False
2019-02-03,54,False
2019-02-10,28,False
2019-02-17,42,False
2019-02-24,26,False
2019-03-03,58,False
2019-03-10,0,False
2019-03-17,28,False
2019-03-24,28,False
2019-03-31,28,False
2019-04-07,0,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,54,False
2019-05-05,0,False
2019-05-12,52,False
2019-05-19,26,False
2019-05-26,50,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,25,False
2019-06-23,49,False
2019-06-30,25,False
2019-07-07,46,False
2019-07-14,0,False
2019-07-21,23,False
2019-07-28,22,False
2019-08-04,22,False
2019-08-11,21,False
2019-08-18,19,False
2019-08-25,39,False
2019-09-01,20,False
2019-09-08,0,False
2019-09-15,45,False
2019-09-22,0,False
2019-09-29,24,False
2019-10-06,36,False
2019-10-13,0,False
2019-10-20,35,False
2019-10-27,25,False
2019-11-03,23,False
2019-11-10,0,False
2019-11-17,36,False
2019-11-24,22,False
2019-12-01,23,False
2019-12-08,0,False
2019-12-15,24,False
2019-12-22,27,False
2019-12-29,0,False
2020-01-05,23,False
2020-01-12,0,False
2020-01-19,21,False
2020-01-26,22,False
2020-02-02,21,False
2020-02-09,22,False
2020-02-16,44,False
2020-02-23,21,False
2020-03-01,0,False
2020-03-08,19,False
2020-03-15,48,False
2020-03-22,99,False
2020-03-29,38,False
2020-04-05,20,False
2020-04-12,50,False
2020-04-19,28,False
2020-04-26,100,True
