date,ricette torte,isPartial
2018-01-07,34,False
2018-01-14,35,False
2018-01-21,28,False
2018-01-28,28,False
2018-02-04,40,False
2018-02-11,49,False
2018-02-18,50,False
2018-02-25,36,False
2018-03-04,29,False
2018-03-11,44,False
2018-03-18,22,False
2018-03-25,63,False
2018-04-01,32,False
2018-04-08,15,False
2018-04-15,29,False
2018-04-22,0,False
2018-04-29,45,False
2018-05-06,30,False
2018-05-13,15,False
2018-05-20,0,False
2018-05-27,46,False
2018-06-03,46,False
2018-06-10,42,False
2018-06-17,29,False
2018-06-24,65,False
2018-07-01,37,False
2018-07-08,15,False
2018-07-15,30,False
2018-07-22,14,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,28,False
2018-08-19,39,False
2018-08-26,14,False
2018-09-02,35,False
2018-09-09,22,False
2018-09-16,28,False
2018-09-23,55,False
2018-09-30,14,False
2018-10-07,29,False
2018-10-14,29,False
2018-10-21,22,False
2018-10-28,35,False
2018-11-04,29,False
2018-11-11,38,False
2018-11-18,15,False
2018-11-25,59,False
2018-12-02,16,False
2018-12-09,31,False
2018-12-16,32,False
2018-12-23,34,False
2018-12-30,22,False
2019-01-06,21,False
2019-01-13,21,False
2019-01-20,27,False
2019-01-27,42,False
2019-02-03,27,False
2019-02-10,21,False
2019-02-17,56,False
2019-02-24,14,False
2019-03-03,29,False
2019-03-10,28,False
2019-03-17,49,False
2019-03-24,21,False
2019-03-31,21,False
2019-04-07,14,False
2019-04-14,29,False
2019-04-21,45,False
2019-04-28,0,False
2019-05-05,35,False
2019-05-12,27,False
2019-05-19,14,False
2019-05-26,0,False
2019-06-02,14,False
2019-06-09,22,False
2019-06-16,15,False
2019-06-23,29,False
2019-06-30,30,False
2019-07-07,14,False
2019-07-14,14,False
2019-07-21,22,False
2019-07-28,43,False
2019-08-04,0,False
2019-08-11,29,False
2019-08-18,26,False
2019-08-25,13,False
2019-09-01,25,False
2019-09-08,27,False
2019-09-15,13,False
2019-09-22,27,False
2019-09-29,27,False
2019-10-06,54,False
2019-10-13,28,False
2019-10-20,26,False
2019-10-27,20,False
2019-11-03,13,False
2019-11-10,27,False
2019-11-17,56,False
2019-11-24,34,False
2019-12-01,14,False
2019-12-08,35,False
2019-12-15,14,False
2019-12-22,39,False
2019-12-29,15,False
2020-01-05,14,False
2020-01-12,52,False
2020-01-19,27,False
2020-01-26,40,False
2020-02-02,19,False
2020-02-09,13,False
2020-02-16,27,False
2020-02-23,26,False
2020-03-01,19,False
2020-03-08,35,False
2020-03-15,100,False
2020-03-22,58,False
2020-03-29,81,False
2020-04-05,86,False
2020-04-12,58,False
2020-04-19,69,False
2020-04-26,66,True
