date,ricette torte,isPartial
2018-01-07,23,False
2018-01-14,34,False
2018-01-21,32,False
2018-01-28,44,False
2018-02-04,11,False
2018-02-11,23,False
2018-02-18,34,False
2018-02-25,33,False
2018-03-04,22,False
2018-03-11,46,False
2018-03-18,35,False
2018-03-25,60,False
2018-04-01,62,False
2018-04-08,11,False
2018-04-15,12,False
2018-04-22,12,False
2018-04-29,12,False
2018-05-06,23,False
2018-05-13,23,False
2018-05-20,35,False
2018-05-27,23,False
2018-06-03,11,False
2018-06-10,56,False
2018-06-17,37,False
2018-06-24,26,False
2018-07-01,0,False
2018-07-08,38,False
2018-07-15,0,False
2018-07-22,13,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,52,False
2018-08-19,16,False
2018-08-26,27,False
2018-09-02,0,False
2018-09-09,13,False
2018-09-16,25,False
2018-09-23,37,False
2018-09-30,37,False
2018-10-07,38,False
2018-10-14,12,False
2018-10-21,24,False
2018-10-28,24,False
2018-11-04,35,False
2018-11-11,12,False
2018-11-18,11,False
2018-11-25,46,False
2018-12-02,12,False
2018-12-09,12,False
2018-12-16,37,False
2018-12-23,70,False
2018-12-30,26,False
2019-01-06,34,False
2019-01-13,11,False
2019-01-20,21,False
2019-01-27,11,False
2019-02-03,63,False
2019-02-10,21,False
2019-02-17,11,False
2019-02-24,22,False
2019-03-03,46,False
2019-03-10,0,False
2019-03-17,45,False
2019-03-24,45,False
2019-03-31,11,False
2019-04-07,33,False
2019-04-14,11,False
2019-04-21,37,False
2019-04-28,35,False
2019-05-05,45,False
2019-05-12,11,False
2019-05-19,44,False
2019-05-26,32,False
2019-06-02,11,False
2019-06-09,21,False
2019-06-16,22,False
2019-06-23,34,False
2019-06-30,23,False
2019-07-07,0,False
2019-07-14,23,False
2019-07-21,12,False
2019-07-28,25,False
2019-08-04,13,False
2019-08-11,29,False
2019-08-18,13,False
2019-08-25,35,False
2019-09-01,52,False
2019-09-08,44,False
2019-09-15,21,False
2019-09-22,0,False
2019-09-29,11,False
2019-10-06,22,False
2019-10-13,21,False
2019-10-20,20,False
2019-10-27,72,False
2019-11-03,20,False
2019-11-10,10,False
2019-11-17,50,False
2019-11-24,10,False
2019-12-01,10,False
2019-12-08,32,False
2019-12-15,31,False
2019-12-22,47,False
2019-12-29,34,False
2020-01-05,20,False
2020-01-12,37,False
2020-01-19,48,False
2020-01-26,9,False
2020-02-02,28,False
2020-02-09,48,False
2020-02-16,9,False
2020-02-23,18,False
2020-03-01,53,False
2020-03-08,59,False
2020-03-15,59,False
2020-03-22,80,False
2020-03-29,100,False
2020-04-05,88,False
2020-04-12,53,False
2020-04-19,50,False
2020-04-26,57,True
