date,ricette torte,isPartial
2018-01-07,0,False
2018-01-14,12,False
2018-01-21,37,False
2018-01-28,12,False
2018-02-04,48,False
2018-02-11,60,False
2018-02-18,12,False
2018-02-25,23,False
2018-03-04,0,False
2018-03-11,47,False
2018-03-18,12,False
2018-03-25,37,False
2018-04-01,13,False
2018-04-08,12,False
2018-04-15,0,False
2018-04-22,38,False
2018-04-29,12,False
2018-05-06,35,False
2018-05-13,0,False
2018-05-20,12,False
2018-05-27,12,False
2018-06-03,12,False
2018-06-10,12,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,12,False
2018-07-08,12,False
2018-07-15,0,False
2018-07-22,12,False
2018-07-29,12,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,24,False
2018-09-02,23,False
2018-09-09,0,False
2018-09-16,23,False
2018-09-23,0,False
2018-09-30,24,False
2018-10-07,36,False
2018-10-14,12,False
2018-10-21,49,False
2018-10-28,24,False
2018-11-04,36,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,25,False
2018-12-09,25,False
2018-12-16,26,False
2018-12-23,15,False
2018-12-30,0,False
2019-01-06,13,False
2019-01-13,24,False
2019-01-20,35,False
2019-01-27,11,False
2019-02-03,0,False
2019-02-10,24,False
2019-02-17,49,False
2019-02-24,12,False
2019-03-03,25,False
2019-03-10,12,False
2019-03-17,24,False
2019-03-24,0,False
2019-03-31,36,False
2019-04-07,0,False
2019-04-14,25,False
2019-04-21,24,False
2019-04-28,0,False
2019-05-05,23,False
2019-05-12,11,False
2019-05-19,23,False
2019-05-26,33,False
2019-06-02,12,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,12,False
2019-07-07,23,False
2019-07-14,0,False
2019-07-21,12,False
2019-07-28,24,False
2019-08-04,13,False
2019-08-11,13,False
2019-08-18,24,False
2019-08-25,23,False
2019-09-01,22,False
2019-09-08,11,False
2019-09-15,22,False
2019-09-22,22,False
2019-09-29,22,False
2019-10-06,23,False
2019-10-13,11,False
2019-10-20,11,False
2019-10-27,21,False
2019-11-03,43,False
2019-11-10,0,False
2019-11-17,11,False
2019-11-24,32,False
2019-12-01,0,False
2019-12-08,11,False
2019-12-15,0,False
2019-12-22,27,False
2019-12-29,25,False
2020-01-05,11,False
2020-01-12,31,False
2020-01-19,11,False
2020-01-26,21,False
2020-02-02,21,False
2020-02-09,22,False
2020-02-16,32,False
2020-02-23,39,False
2020-03-01,29,False
2020-03-08,84,False
2020-03-15,86,False
2020-03-22,61,False
2020-03-29,100,False
2020-04-05,28,False
2020-04-12,28,False
2020-04-19,18,False
2020-04-26,47,True
