date,ricette torte,isPartial
2018-01-07,19,False
2018-01-14,29,False
2018-01-21,25,False
2018-01-28,43,False
2018-02-04,14,False
2018-02-11,34,False
2018-02-18,50,False
2018-02-25,64,False
2018-03-04,40,False
2018-03-11,25,False
2018-03-18,10,False
2018-03-25,47,False
2018-04-01,28,False
2018-04-08,37,False
2018-04-15,11,False
2018-04-22,39,False
2018-04-29,16,False
2018-05-06,10,False
2018-05-13,21,False
2018-05-20,31,False
2018-05-27,31,False
2018-06-03,31,False
2018-06-10,15,False
2018-06-17,16,False
2018-06-24,21,False
2018-07-01,25,False
2018-07-08,15,False
2018-07-15,26,False
2018-07-22,42,False
2018-07-29,16,False
2018-08-05,16,False
2018-08-12,12,False
2018-08-19,43,False
2018-08-26,20,False
2018-09-02,25,False
2018-09-09,26,False
2018-09-16,25,False
2018-09-23,42,False
2018-09-30,16,False
2018-10-07,32,False
2018-10-14,32,False
2018-10-21,16,False
2018-10-28,45,False
2018-11-04,30,False
2018-11-11,21,False
2018-11-18,21,False
2018-11-25,36,False
2018-12-02,11,False
2018-12-09,16,False
2018-12-16,34,False
2018-12-23,12,False
2018-12-30,33,False
2019-01-06,30,False
2019-01-13,10,False
2019-01-20,53,False
2019-01-27,52,False
2019-02-03,34,False
2019-02-10,48,False
2019-02-17,20,False
2019-02-24,15,False
2019-03-03,15,False
2019-03-10,30,False
2019-03-17,56,False
2019-03-24,0,False
2019-03-31,20,False
2019-04-07,20,False
2019-04-14,25,False
2019-04-21,10,False
2019-04-28,39,False
2019-05-05,37,False
2019-05-12,28,False
2019-05-19,37,False
2019-05-26,32,False
2019-06-02,10,False
2019-06-09,20,False
2019-06-16,39,False
2019-06-23,10,False
2019-06-30,10,False
2019-07-07,15,False
2019-07-14,32,False
2019-07-21,21,False
2019-07-28,15,False
2019-08-04,11,False
2019-08-11,17,False
2019-08-18,26,False
2019-08-25,19,False
2019-09-01,32,False
2019-09-08,20,False
2019-09-15,20,False
2019-09-22,19,False
2019-09-29,9,False
2019-10-06,19,False
2019-10-13,47,False
2019-10-20,37,False
2019-10-27,60,False
2019-11-03,9,False
2019-11-10,32,False
2019-11-17,36,False
2019-11-24,27,False
2019-12-01,52,False
2019-12-08,38,False
2019-12-15,10,False
2019-12-22,43,False
2019-12-29,10,False
2020-01-05,32,False
2020-01-12,26,False
2020-01-19,40,False
2020-01-26,30,False
2020-02-02,17,False
2020-02-09,18,False
2020-02-16,22,False
2020-02-23,42,False
2020-03-01,33,False
2020-03-08,52,False
2020-03-15,52,False
2020-03-22,100,False
2020-03-29,88,False
2020-04-05,48,False
2020-04-12,36,False
2020-04-19,46,False
2020-04-26,40,True
