date,ricette torte,isPartial
2018-01-07,38,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,37,False
2018-02-04,0,False
2018-02-11,36,False
2018-02-18,0,False
2018-02-25,35,False
2018-03-04,35,False
2018-03-11,36,False
2018-03-18,0,False
2018-03-25,73,False
2018-04-01,40,False
2018-04-08,0,False
2018-04-15,42,False
2018-04-22,0,False
2018-04-29,40,False
2018-05-06,40,False
2018-05-13,0,False
2018-05-20,40,False
2018-05-27,38,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,39,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,31,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,36,False
2018-09-09,38,False
2018-09-16,0,False
2018-09-23,39,False
2018-09-30,38,False
2018-10-07,40,False
2018-10-14,41,False
2018-10-21,0,False
2018-10-28,59,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,41,False
2018-11-25,83,False
2018-12-02,0,False
2018-12-09,38,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,33,False
2019-01-13,0,False
2019-01-20,34,False
2019-01-27,0,False
2019-02-03,51,False
2019-02-10,34,False
2019-02-17,0,False
2019-02-24,0,False
2019-03-03,35,False
2019-03-10,36,False
2019-03-17,75,False
2019-03-24,39,False
2019-03-31,0,False
2019-04-07,39,False
2019-04-14,39,False
2019-04-21,0,False
2019-04-28,39,False
2019-05-05,76,False
2019-05-12,0,False
2019-05-19,75,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,37,False
2019-06-30,0,False
2019-07-07,33,False
2019-07-14,0,False
2019-07-21,31,False
2019-07-28,29,False
2019-08-04,28,False
2019-08-11,0,False
2019-08-18,25,False
2019-08-25,28,False
2019-09-01,29,False
2019-09-08,0,False
2019-09-15,0,False
2019-09-22,33,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,34,False
2019-10-20,36,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,70,False
2019-11-17,35,False
2019-11-24,70,False
2019-12-01,72,False
2019-12-08,35,False
2019-12-15,34,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,28,False
2020-01-12,59,False
2020-01-19,31,False
2020-01-26,30,False
2020-02-02,0,False
2020-02-09,30,False
2020-02-16,0,False
2020-02-23,0,False
2020-03-01,42,False
2020-03-08,29,False
2020-03-15,75,False
2020-03-22,28,False
2020-03-29,85,False
2020-04-05,31,False
2020-04-12,31,False
2020-04-19,45,False
2020-04-26,100,True
