date,ricette torte,isPartial
2018-01-07,0,False
2018-01-14,53,False
2018-01-21,40,False
2018-01-28,52,False
2018-02-04,39,False
2018-02-11,33,False
2018-02-18,44,False
2018-02-25,62,False
2018-03-04,39,False
2018-03-11,26,False
2018-03-18,27,False
2018-03-25,34,False
2018-04-01,14,False
2018-04-08,13,False
2018-04-15,27,False
2018-04-22,14,False
2018-04-29,40,False
2018-05-06,26,False
2018-05-13,54,False
2018-05-20,20,False
2018-05-27,47,False
2018-06-03,40,False
2018-06-10,39,False
2018-06-17,20,False
2018-06-24,20,False
2018-07-01,20,False
2018-07-08,20,False
2018-07-15,34,False
2018-07-22,41,False
2018-07-29,21,False
2018-08-05,15,False
2018-08-12,48,False
2018-08-19,37,False
2018-08-26,27,False
2018-09-02,45,False
2018-09-09,26,False
2018-09-16,45,False
2018-09-23,45,False
2018-09-30,60,False
2018-10-07,27,False
2018-10-14,53,False
2018-10-21,40,False
2018-10-28,53,False
2018-11-04,38,False
2018-11-11,46,False
2018-11-18,44,False
2018-11-25,32,False
2018-12-02,27,False
2018-12-09,27,False
2018-12-16,35,False
2018-12-23,51,False
2018-12-30,56,False
2019-01-06,55,False
2019-01-13,39,False
2019-01-20,39,False
2019-01-27,52,False
2019-02-03,32,False
2019-02-10,52,False
2019-02-17,13,False
2019-02-24,20,False
2019-03-03,20,False
2019-03-10,27,False
2019-03-17,39,False
2019-03-24,20,False
2019-03-31,26,False
2019-04-07,59,False
2019-04-14,14,False
2019-04-21,38,False
2019-04-28,55,False
2019-05-05,26,False
2019-05-12,55,False
2019-05-19,32,False
2019-05-26,18,False
2019-06-02,27,False
2019-06-09,27,False
2019-06-16,27,False
2019-06-23,41,False
2019-06-30,0,False
2019-07-07,31,False
2019-07-14,25,False
2019-07-21,20,False
2019-07-28,20,False
2019-08-04,0,False
2019-08-11,46,False
2019-08-18,13,False
2019-08-25,0,False
2019-09-01,12,False
2019-09-08,30,False
2019-09-15,42,False
2019-09-22,30,False
2019-09-29,67,False
2019-10-06,37,False
2019-10-13,25,False
2019-10-20,18,False
2019-10-27,42,False
2019-11-03,18,False
2019-11-10,53,False
2019-11-17,18,False
2019-11-24,40,False
2019-12-01,42,False
2019-12-08,31,False
2019-12-15,12,False
2019-12-22,30,False
2019-12-29,28,False
2020-01-05,30,False
2020-01-12,50,False
2020-01-19,50,False
2020-01-26,33,False
2020-02-02,27,False
2020-02-09,29,False
2020-02-16,39,False
2020-02-23,36,False
2020-03-01,63,False
2020-03-08,46,False
2020-03-15,83,False
2020-03-22,100,False
2020-03-29,93,False
2020-04-05,82,False
2020-04-12,78,False
2020-04-19,59,False
2020-04-26,68,True
