date,ricette torte,isPartial
2018-01-07,41,False
2018-01-14,27,False
2018-01-21,27,False
2018-01-28,27,False
2018-02-04,39,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,100,False
2018-03-04,26,False
2018-03-11,26,False
2018-03-18,27,False
2018-03-25,27,False
2018-04-01,27,False
2018-04-08,26,False
2018-04-15,27,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,26,False
2018-05-13,52,False
2018-05-20,53,False
2018-05-27,52,False
2018-06-03,26,False
2018-06-10,37,False
2018-06-17,78,False
2018-06-24,26,False
2018-07-01,25,False
2018-07-08,24,False
2018-07-15,36,False
2018-07-22,24,False
2018-07-29,25,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,25,False
2018-08-26,25,False
2018-09-02,26,False
2018-09-09,0,False
2018-09-16,26,False
2018-09-23,0,False
2018-09-30,53,False
2018-10-07,27,False
2018-10-14,56,False
2018-10-21,54,False
2018-10-28,64,False
2018-11-04,25,False
2018-11-11,83,False
2018-11-18,27,False
2018-11-25,41,False
2018-12-02,28,False
2018-12-09,28,False
2018-12-16,28,False
2018-12-23,0,False
2018-12-30,58,False
2019-01-06,27,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,50,False
2019-02-10,25,False
2019-02-17,26,False
2019-02-24,26,False
2019-03-03,25,False
2019-03-10,50,False
2019-03-17,51,False
2019-03-24,51,False
2019-03-31,0,False
2019-04-07,25,False
2019-04-14,25,False
2019-04-21,23,False
2019-04-28,36,False
2019-05-05,24,False
2019-05-12,37,False
2019-05-19,24,False
2019-05-26,0,False
2019-06-02,38,False
2019-06-09,0,False
2019-06-16,24,False
2019-06-23,0,False
2019-06-30,24,False
2019-07-07,0,False
2019-07-14,23,False
2019-07-21,23,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,22,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,23,False
2019-09-22,23,False
2019-09-29,23,False
2019-10-06,23,False
2019-10-13,23,False
2019-10-20,43,False
2019-10-27,56,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,21,False
2019-11-24,44,False
2019-12-01,0,False
2019-12-08,36,False
2019-12-15,47,False
2019-12-22,42,False
2019-12-29,26,False
2020-01-05,24,False
2020-01-12,0,False
2020-01-19,23,False
2020-01-26,23,False
2020-02-02,22,False
2020-02-09,23,False
2020-02-16,23,False
2020-02-23,21,False
2020-03-01,0,False
2020-03-08,20,False
2020-03-15,41,False
2020-03-22,47,False
2020-03-29,59,False
2020-04-05,71,False
2020-04-12,51,False
2020-04-19,77,False
2020-04-26,33,True
