date,location matrimoni,isPartial
2018-01-07,25,False
2018-01-14,76,False
2018-01-21,51,False
2018-01-28,25,False
2018-02-04,50,False
2018-02-11,51,False
2018-02-18,26,False
2018-02-25,26,False
2018-03-04,79,False
2018-03-11,65,False
2018-03-18,27,False
2018-03-25,55,False
2018-04-01,43,False
2018-04-08,27,False
2018-04-15,28,False
2018-04-22,44,False
2018-04-29,56,False
2018-05-06,27,False
2018-05-13,68,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,27,False
2018-06-10,53,False
2018-06-17,27,False
2018-06-24,27,False
2018-07-01,26,False
2018-07-08,27,False
2018-07-15,81,False
2018-07-22,28,False
2018-07-29,27,False
2018-08-05,56,False
2018-08-12,31,False
2018-08-19,28,False
2018-08-26,0,False
2018-09-02,65,False
2018-09-09,40,False
2018-09-16,80,False
2018-09-23,27,False
2018-09-30,41,False
2018-10-07,28,False
2018-10-14,70,False
2018-10-21,27,False
2018-10-28,26,False
2018-11-04,0,False
2018-11-11,42,False
2018-11-18,27,False
2018-11-25,0,False
2018-12-02,29,False
2018-12-09,29,False
2018-12-16,44,False
2018-12-23,0,False
2018-12-30,58,False
2019-01-06,26,False
2019-01-13,66,False
2019-01-20,75,False
2019-01-27,37,False
2019-02-03,50,False
2019-02-10,100,False
2019-02-17,25,False
2019-02-24,38,False
2019-03-03,26,False
2019-03-10,52,False
2019-03-17,26,False
2019-03-24,53,False
2019-03-31,51,False
2019-04-07,0,False
2019-04-14,27,False
2019-04-21,0,False
2019-04-28,38,False
2019-05-05,24,False
2019-05-12,25,False
2019-05-19,48,False
2019-05-26,0,False
2019-06-02,52,False
2019-06-09,0,False
2019-06-16,52,False
2019-06-23,26,False
2019-06-30,26,False
2019-07-07,79,False
2019-07-14,28,False
2019-07-21,54,False
2019-07-28,27,False
2019-08-04,28,False
2019-08-11,30,False
2019-08-18,27,False
2019-08-25,0,False
2019-09-01,36,False
2019-09-08,26,False
2019-09-15,51,False
2019-09-22,25,False
2019-09-29,37,False
2019-10-06,49,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,72,False
2019-11-03,47,False
2019-11-10,70,False
2019-11-17,24,False
2019-11-24,0,False
2019-12-01,25,False
2019-12-08,0,False
2019-12-15,25,False
2019-12-22,28,False
2019-12-29,54,False
2020-01-05,36,False
2020-01-12,56,False
2020-01-19,69,False
2020-01-26,34,False
2020-02-02,22,False
2020-02-09,0,False
2020-02-16,80,False
2020-02-23,22,False
2020-03-01,21,False
2020-03-08,0,False
2020-03-15,21,False
2020-03-22,0,False
2020-03-29,20,False
2020-04-05,21,False
2020-04-12,21,False
2020-04-19,40,False
2020-04-26,0,True
