date,Fliesenleger,isPartial
2018-01-07,30,False
2018-01-14,29,False
2018-01-21,48,False
2018-01-28,48,False
2018-02-04,29,False
2018-02-11,57,False
2018-02-18,56,False
2018-02-25,28,False
2018-03-04,88,False
2018-03-11,29,False
2018-03-18,47,False
2018-03-25,30,False
2018-04-01,31,False
2018-04-08,49,False
2018-04-15,30,False
2018-04-22,48,False
2018-04-29,31,False
2018-05-06,50,False
2018-05-13,40,False
2018-05-20,32,False
2018-05-27,29,False
2018-06-03,59,False
2018-06-10,70,False
2018-06-17,57,False
2018-06-24,30,False
2018-07-01,59,False
2018-07-08,30,False
2018-07-15,33,False
2018-07-22,33,False
2018-07-29,32,False
2018-08-05,41,False
2018-08-12,44,False
2018-08-19,30,False
2018-08-26,46,False
2018-09-02,30,False
2018-09-09,50,False
2018-09-16,59,False
2018-09-23,30,False
2018-09-30,33,False
2018-10-07,32,False
2018-10-14,44,False
2018-10-21,71,False
2018-10-28,29,False
2018-11-04,47,False
2018-11-11,29,False
2018-11-18,37,False
2018-11-25,28,False
2018-12-02,56,False
2018-12-09,29,False
2018-12-16,46,False
2018-12-23,0,False
2018-12-30,100,False
2019-01-06,27,False
2019-01-13,27,False
2019-01-20,36,False
2019-01-27,27,False
2019-02-03,28,False
2019-02-10,56,False
2019-02-17,47,False
2019-02-24,57,False
2019-03-03,29,False
2019-03-10,29,False
2019-03-17,29,False
2019-03-24,72,False
2019-03-31,72,False
2019-04-07,29,False
2019-04-14,31,False
2019-04-21,0,False
2019-04-28,29,False
2019-05-05,42,False
2019-05-12,45,False
2019-05-19,43,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,31,False
2019-06-16,62,False
2019-06-23,32,False
2019-06-30,48,False
2019-07-07,99,False
2019-07-14,57,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,65,False
2019-08-11,46,False
2019-08-18,47,False
2019-08-25,64,False
2019-09-01,30,False
2019-09-08,52,False
2019-09-15,41,False
2019-09-22,29,False
2019-09-29,43,False
2019-10-06,31,False
2019-10-13,48,False
2019-10-20,44,False
2019-10-27,29,False
2019-11-03,28,False
2019-11-10,29,False
2019-11-17,26,False
2019-11-24,42,False
2019-12-01,49,False
2019-12-08,30,False
2019-12-15,51,False
2019-12-22,42,False
2019-12-29,35,False
2020-01-05,68,False
2020-01-12,54,False
2020-01-19,52,False
2020-01-26,40,False
2020-02-02,36,False
2020-02-09,34,False
2020-02-16,24,False
2020-02-23,46,False
2020-03-01,92,False
2020-03-08,32,False
2020-03-15,46,False
2020-03-22,33,False
2020-03-29,21,False
2020-04-05,38,False
2020-04-12,45,False
2020-04-19,29,False
2020-04-26,36,False
2020-05-03,74,False
2020-05-10,22,False
