date,Fliesenleger,isPartial
2018-01-07,47,False
2018-01-14,33,False
2018-01-21,33,False
2018-01-28,37,False
2018-02-04,34,False
2018-02-11,23,False
2018-02-18,28,False
2018-02-25,47,False
2018-03-04,32,False
2018-03-11,37,False
2018-03-18,42,False
2018-03-25,35,False
2018-04-01,37,False
2018-04-08,34,False
2018-04-15,24,False
2018-04-22,29,False
2018-04-29,44,False
2018-05-06,31,False
2018-05-13,65,False
2018-05-20,31,False
2018-05-27,43,False
2018-06-03,15,False
2018-06-10,41,False
2018-06-17,47,False
2018-06-24,29,False
2018-07-01,25,False
2018-07-08,70,False
2018-07-15,37,False
2018-07-22,42,False
2018-07-29,28,False
2018-08-05,49,False
2018-08-12,25,False
2018-08-19,36,False
2018-08-26,54,False
2018-09-02,48,False
2018-09-09,34,False
2018-09-16,29,False
2018-09-23,39,False
2018-09-30,86,False
2018-10-07,36,False
2018-10-14,59,False
2018-10-21,30,False
2018-10-28,24,False
2018-11-04,23,False
2018-11-11,100,False
2018-11-18,14,False
2018-11-25,28,False
2018-12-02,35,False
2018-12-09,22,False
2018-12-16,61,False
2018-12-23,0,False
2018-12-30,33,False
2019-01-06,22,False
2019-01-13,64,False
2019-01-20,46,False
2019-01-27,29,False
2019-02-03,43,False
2019-02-10,28,False
2019-02-17,51,False
2019-02-24,68,False
2019-03-03,72,False
2019-03-10,60,False
2019-03-17,33,False
2019-03-24,33,False
2019-03-31,24,False
2019-04-07,38,False
2019-04-14,32,False
2019-04-21,48,False
2019-04-28,31,False
2019-05-05,42,False
2019-05-12,42,False
2019-05-19,14,False
2019-05-26,49,False
2019-06-02,12,False
2019-06-09,14,False
2019-06-16,43,False
2019-06-23,37,False
2019-06-30,34,False
2019-07-07,21,False
2019-07-14,30,False
2019-07-21,51,False
2019-07-28,19,False
2019-08-04,24,False
2019-08-11,24,False
2019-08-18,28,False
2019-08-25,17,False
2019-09-01,30,False
2019-09-08,61,False
2019-09-15,36,False
2019-09-22,41,False
2019-09-29,37,False
2019-10-06,46,False
2019-10-13,36,False
2019-10-20,20,False
2019-10-27,39,False
2019-11-03,38,False
2019-11-10,33,False
2019-11-17,26,False
2019-11-24,13,False
2019-12-01,32,False
2019-12-08,31,False
2019-12-15,23,False
2019-12-22,18,False
2019-12-29,33,False
2020-01-05,24,False
2020-01-12,63,False
2020-01-19,30,False
2020-01-26,58,False
2020-02-02,26,False
2020-02-09,38,False
2020-02-16,17,False
2020-02-23,49,False
2020-03-01,59,False
2020-03-08,33,False
2020-03-15,12,False
2020-03-22,16,False
2020-03-29,32,False
2020-04-05,37,False
2020-04-12,22,False
2020-04-19,37,False
2020-04-26,20,False
2020-05-03,30,False
2020-05-10,32,False
