date,pranzo,isPartial
2018-01-07,72,False
2018-01-14,24,False
2018-01-21,36,False
2018-01-28,36,False
2018-02-04,47,False
2018-02-11,46,False
2018-02-18,23,False
2018-02-25,33,False
2018-03-04,34,False
2018-03-11,58,False
2018-03-18,60,False
2018-03-25,48,False
2018-04-01,51,False
2018-04-08,40,False
2018-04-15,28,False
2018-04-22,14,False
2018-04-29,27,False
2018-05-06,25,False
2018-05-13,38,False
2018-05-20,25,False
2018-05-27,49,False
2018-06-03,13,False
2018-06-10,38,False
2018-06-17,39,False
2018-06-24,62,False
2018-07-01,58,False
2018-07-08,45,False
2018-07-15,22,False
2018-07-22,33,False
2018-07-29,43,False
2018-08-05,50,False
2018-08-12,40,False
2018-08-19,20,False
2018-08-26,32,False
2018-09-02,46,False
2018-09-09,37,False
2018-09-16,59,False
2018-09-23,37,False
2018-09-30,49,False
2018-10-07,38,False
2018-10-14,26,False
2018-10-21,38,False
2018-10-28,13,False
2018-11-04,39,False
2018-11-11,0,False
2018-11-18,92,False
2018-11-25,67,False
2018-12-02,39,False
2018-12-09,99,False
2018-12-16,51,False
2018-12-23,61,False
2018-12-30,10,False
2019-01-06,54,False
2019-01-13,34,False
2019-01-20,33,False
2019-01-27,22,False
2019-02-03,22,False
2019-02-10,33,False
2019-02-17,56,False
2019-02-24,34,False
2019-03-03,34,False
2019-03-10,46,False
2019-03-17,36,False
2019-03-24,25,False
2019-03-31,50,False
2019-04-07,50,False
2019-04-14,100,False
2019-04-21,13,False
2019-04-28,25,False
2019-05-05,12,False
2019-05-12,12,False
2019-05-19,12,False
2019-05-26,45,False
2019-06-02,73,False
2019-06-09,36,False
2019-06-16,45,False
2019-06-23,0,False
2019-06-30,56,False
2019-07-07,11,False
2019-07-14,42,False
2019-07-21,20,False
2019-07-28,19,False
2019-08-04,36,False
2019-08-11,34,False
2019-08-18,81,False
2019-08-25,44,False
2019-09-01,19,False
2019-09-08,21,False
2019-09-15,32,False
2019-09-22,53,False
2019-09-29,11,False
2019-10-06,11,False
2019-10-13,22,False
2019-10-20,46,False
2019-10-27,67,False
2019-11-03,44,False
2019-11-10,45,False
2019-11-17,44,False
2019-11-24,45,False
2019-12-01,46,False
2019-12-08,45,False
2019-12-15,54,False
2019-12-22,65,False
2019-12-29,27,False
2020-01-05,9,False
2020-01-12,48,False
2020-01-19,39,False
2020-01-26,67,False
2020-02-02,28,False
2020-02-09,38,False
2020-02-16,38,False
2020-02-23,9,False
2020-03-01,18,False
2020-03-08,19,False
2020-03-15,10,False
2020-03-22,0,False
2020-03-29,64,False
2020-04-05,69,False
2020-04-12,40,False
2020-04-19,19,False
2020-04-26,0,True
