date,pranzo,isPartial
2018-01-07,0,False
2018-01-14,38,False
2018-01-21,50,False
2018-01-28,25,False
2018-02-04,48,False
2018-02-11,49,False
2018-02-18,23,False
2018-02-25,22,False
2018-03-04,0,False
2018-03-11,61,False
2018-03-18,59,False
2018-03-25,78,False
2018-04-01,41,False
2018-04-08,76,False
2018-04-15,26,False
2018-04-22,26,False
2018-04-29,0,False
2018-05-06,51,False
2018-05-13,26,False
2018-05-20,0,False
2018-05-27,27,False
2018-06-03,27,False
2018-06-10,25,False
2018-06-17,25,False
2018-06-24,0,False
2018-07-01,26,False
2018-07-08,26,False
2018-07-15,25,False
2018-07-22,24,False
2018-07-29,36,False
2018-08-05,23,False
2018-08-12,28,False
2018-08-19,21,False
2018-08-26,34,False
2018-09-02,48,False
2018-09-09,50,False
2018-09-16,25,False
2018-09-23,26,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,27,False
2018-10-21,26,False
2018-10-28,50,False
2018-11-04,0,False
2018-11-11,79,False
2018-11-18,25,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,75,False
2018-12-16,40,False
2018-12-23,56,False
2018-12-30,86,False
2019-01-06,24,False
2019-01-13,97,False
2019-01-20,23,False
2019-01-27,46,False
2019-02-03,46,False
2019-02-10,23,False
2019-02-17,45,False
2019-02-24,24,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,38,False
2019-03-24,38,False
2019-03-31,25,False
2019-04-07,100,False
2019-04-14,53,False
2019-04-21,26,False
2019-04-28,25,False
2019-05-05,25,False
2019-05-12,24,False
2019-05-19,0,False
2019-05-26,33,False
2019-06-02,39,False
2019-06-09,27,False
2019-06-16,26,False
2019-06-23,27,False
2019-06-30,40,False
2019-07-07,25,False
2019-07-14,52,False
2019-07-21,51,False
2019-07-28,75,False
2019-08-04,24,False
2019-08-11,23,False
2019-08-18,22,False
2019-08-25,32,False
2019-09-01,46,False
2019-09-08,49,False
2019-09-15,70,False
2019-09-22,24,False
2019-09-29,24,False
2019-10-06,24,False
2019-10-13,49,False
2019-10-20,23,False
2019-10-27,23,False
2019-11-03,22,False
2019-11-10,45,False
2019-11-17,45,False
2019-11-24,45,False
2019-12-01,46,False
2019-12-08,24,False
2019-12-15,71,False
2019-12-22,36,False
2019-12-29,46,False
2020-01-05,33,False
2020-01-12,43,False
2020-01-19,22,False
2020-01-26,0,False
2020-02-02,41,False
2020-02-09,21,False
2020-02-16,43,False
2020-02-23,41,False
2020-03-01,39,False
2020-03-08,37,False
2020-03-15,26,False
2020-03-22,47,False
2020-03-29,16,False
2020-04-05,45,False
2020-04-12,18,False
2020-04-19,17,False
2020-04-26,30,True
