date,pranzo,isPartial
2018-01-07,54,False
2018-01-14,16,False
2018-01-21,32,False
2018-01-28,46,False
2018-02-04,45,False
2018-02-11,31,False
2018-02-18,29,False
2018-02-25,20,False
2018-03-04,0,False
2018-03-11,37,False
2018-03-18,67,False
2018-03-25,70,False
2018-04-01,24,False
2018-04-08,16,False
2018-04-15,31,False
2018-04-22,32,False
2018-04-29,15,False
2018-05-06,15,False
2018-05-13,16,False
2018-05-20,23,False
2018-05-27,25,False
2018-06-03,0,False
2018-06-10,52,False
2018-06-17,30,False
2018-06-24,45,False
2018-07-01,38,False
2018-07-08,38,False
2018-07-15,39,False
2018-07-22,29,False
2018-07-29,35,False
2018-08-05,21,False
2018-08-12,20,False
2018-08-19,34,False
2018-08-26,57,False
2018-09-02,15,False
2018-09-09,31,False
2018-09-16,23,False
2018-09-23,0,False
2018-09-30,31,False
2018-10-07,25,False
2018-10-14,23,False
2018-10-21,31,False
2018-10-28,16,False
2018-11-04,30,False
2018-11-11,16,False
2018-11-18,31,False
2018-11-25,30,False
2018-12-02,31,False
2018-12-09,45,False
2018-12-16,55,False
2018-12-23,39,False
2018-12-30,28,False
2019-01-06,35,False
2019-01-13,36,False
2019-01-20,21,False
2019-01-27,14,False
2019-02-03,22,False
2019-02-10,29,False
2019-02-17,37,False
2019-02-24,29,False
2019-03-03,16,False
2019-03-10,38,False
2019-03-17,0,False
2019-03-24,52,False
2019-03-31,38,False
2019-04-07,68,False
2019-04-14,71,False
2019-04-21,23,False
2019-04-28,15,False
2019-05-05,15,False
2019-05-12,36,False
2019-05-19,44,False
2019-05-26,28,False
2019-06-02,60,False
2019-06-09,24,False
2019-06-16,24,False
2019-06-23,16,False
2019-06-30,32,False
2019-07-07,22,False
2019-07-14,38,False
2019-07-21,15,False
2019-07-28,15,False
2019-08-04,78,False
2019-08-11,53,False
2019-08-18,63,False
2019-08-25,12,False
2019-09-01,52,False
2019-09-08,35,False
2019-09-15,14,False
2019-09-22,0,False
2019-09-29,42,False
2019-10-06,29,False
2019-10-13,29,False
2019-10-20,21,False
2019-10-27,20,False
2019-11-03,20,False
2019-11-10,14,False
2019-11-17,14,False
2019-11-24,33,False
2019-12-01,63,False
2019-12-08,100,False
2019-12-15,50,False
2019-12-22,55,False
2019-12-29,39,False
2020-01-05,20,False
2020-01-12,25,False
2020-01-19,33,False
2020-01-26,19,False
2020-02-02,36,False
2020-02-09,32,False
2020-02-16,39,False
2020-02-23,24,False
2020-03-01,12,False
2020-03-08,11,False
2020-03-15,11,False
2020-03-22,19,False
2020-03-29,15,False
2020-04-05,27,False
2020-04-12,27,False
2020-04-19,30,False
2020-04-26,28,True
