date,Gartentor,isPartial
2018-01-07,0,False
2018-01-14,40,False
2018-01-21,27,False
2018-01-28,27,False
2018-02-04,0,False
2018-02-11,27,False
2018-02-18,27,False
2018-02-25,0,False
2018-03-04,27,False
2018-03-11,27,False
2018-03-18,54,False
2018-03-25,43,False
2018-04-01,57,False
2018-04-08,38,False
2018-04-15,44,False
2018-04-22,0,False
2018-04-29,29,False
2018-05-06,30,False
2018-05-13,29,False
2018-05-20,29,False
2018-05-27,36,False
2018-06-03,38,False
2018-06-10,27,False
2018-06-17,54,False
2018-06-24,28,False
2018-07-01,29,False
2018-07-08,42,False
2018-07-15,44,False
2018-07-22,28,False
2018-07-29,0,False
2018-08-05,27,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,55,False
2018-09-02,28,False
2018-09-09,83,False
2018-09-16,28,False
2018-09-23,82,False
2018-09-30,29,False
2018-10-07,29,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,26,False
2018-11-04,26,False
2018-11-11,26,False
2018-11-18,0,False
2018-11-25,26,False
2018-12-02,26,False
2018-12-09,26,False
2018-12-16,26,False
2018-12-23,0,False
2018-12-30,26,False
2019-01-06,36,False
2019-01-13,0,False
2019-01-20,24,False
2019-01-27,24,False
2019-02-03,24,False
2019-02-10,26,False
2019-02-17,25,False
2019-02-24,50,False
2019-03-03,100,False
2019-03-10,24,False
2019-03-17,26,False
2019-03-24,64,False
2019-03-31,35,False
2019-04-07,34,False
2019-04-14,68,False
2019-04-21,68,False
2019-04-28,38,False
2019-05-05,0,False
2019-05-12,34,False
2019-05-19,50,False
2019-05-26,43,False
2019-06-02,25,False
2019-06-09,76,False
2019-06-16,51,False
2019-06-23,26,False
2019-06-30,38,False
2019-07-07,26,False
2019-07-14,40,False
2019-07-21,42,False
2019-07-28,40,False
2019-08-04,67,False
2019-08-11,37,False
2019-08-18,51,False
2019-08-25,33,False
2019-09-01,25,False
2019-09-08,25,False
2019-09-15,49,False
2019-09-22,0,False
2019-09-29,48,False
2019-10-06,0,False
2019-10-13,23,False
2019-10-20,24,False
2019-10-27,0,False
2019-11-03,45,False
2019-11-10,23,False
2019-11-17,0,False
2019-11-24,55,False
2019-12-01,23,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,24,False
2019-12-29,0,False
2020-01-05,32,False
2020-01-12,21,False
2020-01-19,0,False
2020-01-26,32,False
2020-02-02,21,False
2020-02-09,22,False
2020-02-16,36,False
2020-02-23,21,False
2020-03-01,21,False
2020-03-08,20,False
2020-03-15,29,False
2020-03-22,43,False
2020-03-29,19,False
2020-04-05,71,False
2020-04-12,20,False
2020-04-19,20,False
2020-04-26,38,False
2020-05-03,33,False
2020-05-10,33,False
