date,Gartentor,isPartial
2018-01-07,12,False
2018-01-14,24,False
2018-01-21,12,False
2018-01-28,36,False
2018-02-04,18,False
2018-02-11,24,False
2018-02-18,24,False
2018-02-25,12,False
2018-03-04,24,False
2018-03-11,24,False
2018-03-18,12,False
2018-03-25,20,False
2018-04-01,27,False
2018-04-08,25,False
2018-04-15,13,False
2018-04-22,13,False
2018-04-29,40,False
2018-05-06,52,False
2018-05-13,25,False
2018-05-20,32,False
2018-05-27,26,False
2018-06-03,32,False
2018-06-10,25,False
2018-06-17,32,False
2018-06-24,53,False
2018-07-01,54,False
2018-07-08,27,False
2018-07-15,27,False
2018-07-22,53,False
2018-07-29,20,False
2018-08-05,32,False
2018-08-12,13,False
2018-08-19,32,False
2018-08-26,18,False
2018-09-02,43,False
2018-09-09,37,False
2018-09-16,13,False
2018-09-23,13,False
2018-09-30,26,False
2018-10-07,13,False
2018-10-14,25,False
2018-10-21,12,False
2018-10-28,0,False
2018-11-04,12,False
2018-11-11,25,False
2018-11-18,18,False
2018-11-25,13,False
2018-12-02,0,False
2018-12-09,13,False
2018-12-16,20,False
2018-12-23,15,False
2018-12-30,41,False
2019-01-06,38,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,24,False
2019-02-10,24,False
2019-02-17,12,False
2019-02-24,12,False
2019-03-03,12,False
2019-03-10,30,False
2019-03-17,19,False
2019-03-24,55,False
2019-03-31,36,False
2019-04-07,24,False
2019-04-14,33,False
2019-04-21,39,False
2019-04-28,50,False
2019-05-05,35,False
2019-05-12,18,False
2019-05-19,24,False
2019-05-26,63,False
2019-06-02,12,False
2019-06-09,12,False
2019-06-16,19,False
2019-06-23,44,False
2019-06-30,19,False
2019-07-07,44,False
2019-07-14,26,False
2019-07-21,40,False
2019-07-28,47,False
2019-08-04,32,False
2019-08-11,36,False
2019-08-18,42,False
2019-08-25,30,False
2019-09-01,24,False
2019-09-08,30,False
2019-09-15,12,False
2019-09-22,12,False
2019-09-29,32,False
2019-10-06,30,False
2019-10-13,29,False
2019-10-20,68,False
2019-10-27,23,False
2019-11-03,0,False
2019-11-10,11,False
2019-11-17,0,False
2019-11-24,11,False
2019-12-01,11,False
2019-12-08,0,False
2019-12-15,17,False
2019-12-22,0,False
2019-12-29,26,False
2020-01-05,0,False
2020-01-12,11,False
2020-01-19,11,False
2020-01-26,22,False
2020-02-02,22,False
2020-02-09,11,False
2020-02-16,11,False
2020-02-23,33,False
2020-03-01,32,False
2020-03-08,30,False
2020-03-15,10,False
2020-03-22,46,False
2020-03-29,50,False
2020-04-05,100,False
2020-04-12,95,False
2020-04-19,72,False
2020-04-26,71,False
2020-05-03,45,False
2020-05-10,77,False
