date,Gartentor,isPartial
2018-01-07,23,False
2018-01-14,45,False
2018-01-21,0,False
2018-01-28,46,False
2018-02-04,35,False
2018-02-11,46,False
2018-02-18,23,False
2018-02-25,0,False
2018-03-04,24,False
2018-03-11,0,False
2018-03-18,48,False
2018-03-25,38,False
2018-04-01,35,False
2018-04-08,25,False
2018-04-15,25,False
2018-04-22,0,False
2018-04-29,52,False
2018-05-06,27,False
2018-05-13,33,False
2018-05-20,26,False
2018-05-27,24,False
2018-06-03,38,False
2018-06-10,72,False
2018-06-17,48,False
2018-06-24,37,False
2018-07-01,100,False
2018-07-08,50,False
2018-07-15,38,False
2018-07-22,26,False
2018-07-29,0,False
2018-08-05,40,False
2018-08-12,35,False
2018-08-19,48,False
2018-08-26,24,False
2018-09-02,24,False
2018-09-09,24,False
2018-09-16,24,False
2018-09-23,48,False
2018-09-30,0,False
2018-10-07,25,False
2018-10-14,24,False
2018-10-21,34,False
2018-10-28,22,False
2018-11-04,44,False
2018-11-11,0,False
2018-11-18,22,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,22,False
2018-12-16,23,False
2018-12-23,24,False
2018-12-30,0,False
2019-01-06,21,False
2019-01-13,0,False
2019-01-20,42,False
2019-01-27,21,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,53,False
2019-02-24,22,False
2019-03-03,21,False
2019-03-10,42,False
2019-03-17,34,False
2019-03-24,33,False
2019-03-31,22,False
2019-04-07,22,False
2019-04-14,37,False
2019-04-21,35,False
2019-04-28,36,False
2019-05-05,42,False
2019-05-12,29,False
2019-05-19,32,False
2019-05-26,33,False
2019-06-02,36,False
2019-06-09,36,False
2019-06-16,22,False
2019-06-23,34,False
2019-06-30,22,False
2019-07-07,33,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,47,False
2019-08-04,23,False
2019-08-11,66,False
2019-08-18,36,False
2019-08-25,0,False
2019-09-01,32,False
2019-09-08,43,False
2019-09-15,22,False
2019-09-22,21,False
2019-09-29,21,False
2019-10-06,44,False
2019-10-13,35,False
2019-10-20,20,False
2019-10-27,29,False
2019-11-03,19,False
2019-11-10,30,False
2019-11-17,39,False
2019-11-24,0,False
2019-12-01,40,False
2019-12-08,33,False
2019-12-15,0,False
2019-12-22,21,False
2019-12-29,20,False
2020-01-05,0,False
2020-01-12,27,False
2020-01-19,38,False
2020-01-26,37,False
2020-02-02,30,False
2020-02-09,29,False
2020-02-16,37,False
2020-02-23,18,False
2020-03-01,30,False
2020-03-08,17,False
2020-03-15,22,False
2020-03-22,22,False
2020-03-29,24,False
2020-04-05,55,False
2020-04-12,52,False
2020-04-19,39,False
2020-04-26,49,False
2020-05-03,33,False
2020-05-10,33,False
