date,Gartentor,isPartial
2018-01-07,18,False
2018-01-14,36,False
2018-01-21,27,False
2018-01-28,18,False
2018-02-04,19,False
2018-02-11,36,False
2018-02-18,36,False
2018-02-25,36,False
2018-03-04,18,False
2018-03-11,35,False
2018-03-18,47,False
2018-03-25,57,False
2018-04-01,30,False
2018-04-08,37,False
2018-04-15,56,False
2018-04-22,28,False
2018-04-29,37,False
2018-05-06,40,False
2018-05-13,28,False
2018-05-20,30,False
2018-05-27,18,False
2018-06-03,28,False
2018-06-10,35,False
2018-06-17,18,False
2018-06-24,43,False
2018-07-01,32,False
2018-07-08,19,False
2018-07-15,34,False
2018-07-22,22,False
2018-07-29,65,False
2018-08-05,41,False
2018-08-12,42,False
2018-08-19,26,False
2018-08-26,44,False
2018-09-02,37,False
2018-09-09,37,False
2018-09-16,37,False
2018-09-23,19,False
2018-09-30,100,False
2018-10-07,26,False
2018-10-14,38,False
2018-10-21,39,False
2018-10-28,37,False
2018-11-04,26,False
2018-11-11,18,False
2018-11-18,18,False
2018-11-25,27,False
2018-12-02,0,False
2018-12-09,18,False
2018-12-16,0,False
2018-12-23,49,False
2018-12-30,21,False
2019-01-06,17,False
2019-01-13,20,False
2019-01-20,16,False
2019-01-27,14,False
2019-02-03,18,False
2019-02-10,35,False
2019-02-17,35,False
2019-02-24,47,False
2019-03-03,34,False
2019-03-10,47,False
2019-03-17,36,False
2019-03-24,36,False
2019-03-31,36,False
2019-04-07,43,False
2019-04-14,48,False
2019-04-21,41,False
2019-04-28,39,False
2019-05-05,71,False
2019-05-12,27,False
2019-05-19,27,False
2019-05-26,28,False
2019-06-02,42,False
2019-06-09,37,False
2019-06-16,48,False
2019-06-23,19,False
2019-06-30,43,False
2019-07-07,18,False
2019-07-14,28,False
2019-07-21,19,False
2019-07-28,19,False
2019-08-04,37,False
2019-08-11,36,False
2019-08-18,36,False
2019-08-25,28,False
2019-09-01,28,False
2019-09-08,18,False
2019-09-15,0,False
2019-09-22,35,False
2019-09-29,32,False
2019-10-06,35,False
2019-10-13,18,False
2019-10-20,0,False
2019-10-27,17,False
2019-11-03,29,False
2019-11-10,28,False
2019-11-17,34,False
2019-11-24,33,False
2019-12-01,26,False
2019-12-08,25,False
2019-12-15,18,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,31,False
2020-01-12,24,False
2020-01-19,17,False
2020-01-26,22,False
2020-02-02,51,False
2020-02-09,22,False
2020-02-16,16,False
2020-02-23,21,False
2020-03-01,15,False
2020-03-08,14,False
2020-03-15,36,False
2020-03-22,47,False
2020-03-29,23,False
2020-04-05,42,False
2020-04-12,51,False
2020-04-19,53,False
2020-04-26,36,False
2020-05-03,38,False
2020-05-10,47,False
