date,Gartentor,isPartial
2018-01-07,31,False
2018-01-14,30,False
2018-01-21,30,False
2018-01-28,31,False
2018-02-04,32,False
2018-02-11,41,False
2018-02-18,62,False
2018-02-25,46,False
2018-03-04,0,False
2018-03-11,52,False
2018-03-18,62,False
2018-03-25,66,False
2018-04-01,45,False
2018-04-08,100,False
2018-04-15,34,False
2018-04-22,65,False
2018-04-29,85,False
2018-05-06,68,False
2018-05-13,33,False
2018-05-20,45,False
2018-05-27,63,False
2018-06-03,74,False
2018-06-10,46,False
2018-06-17,46,False
2018-06-24,31,False
2018-07-01,31,False
2018-07-08,77,False
2018-07-15,66,False
2018-07-22,48,False
2018-07-29,65,False
2018-08-05,54,False
2018-08-12,48,False
2018-08-19,62,False
2018-08-26,53,False
2018-09-02,65,False
2018-09-09,32,False
2018-09-16,48,False
2018-09-23,79,False
2018-09-30,32,False
2018-10-07,48,False
2018-10-14,0,False
2018-10-21,49,False
2018-10-28,64,False
2018-11-04,61,False
2018-11-11,46,False
2018-11-18,58,False
2018-11-25,30,False
2018-12-02,0,False
2018-12-09,45,False
2018-12-16,31,False
2018-12-23,0,False
2018-12-30,30,False
2019-01-06,42,False
2019-01-13,57,False
2019-01-20,56,False
2019-01-27,57,False
2019-02-03,59,False
2019-02-10,67,False
2019-02-17,73,False
2019-02-24,77,False
2019-03-03,47,False
2019-03-10,28,False
2019-03-17,30,False
2019-03-24,59,False
2019-03-31,31,False
2019-04-07,50,False
2019-04-14,64,False
2019-04-21,62,False
2019-04-28,58,False
2019-05-05,57,False
2019-05-12,73,False
2019-05-19,58,False
2019-05-26,39,False
2019-06-02,48,False
2019-06-09,48,False
2019-06-16,29,False
2019-06-23,40,False
2019-06-30,60,False
2019-07-07,88,False
2019-07-14,50,False
2019-07-21,31,False
2019-07-28,75,False
2019-08-04,44,False
2019-08-11,46,False
2019-08-18,28,False
2019-08-25,0,False
2019-09-01,28,False
2019-09-08,38,False
2019-09-15,43,False
2019-09-22,55,False
2019-09-29,27,False
2019-10-06,0,False
2019-10-13,56,False
2019-10-20,27,False
2019-10-27,35,False
2019-11-03,0,False
2019-11-10,26,False
2019-11-17,0,False
2019-11-24,50,False
2019-12-01,26,False
2019-12-08,26,False
2019-12-15,0,False
2019-12-22,28,False
2019-12-29,53,False
2020-01-05,0,False
2020-01-12,49,False
2020-01-19,38,False
2020-01-26,37,False
2020-02-02,26,False
2020-02-09,24,False
2020-02-16,24,False
2020-02-23,59,False
2020-03-01,48,False
2020-03-08,62,False
2020-03-15,0,False
2020-03-22,49,False
2020-03-29,34,False
2020-04-05,47,False
2020-04-12,82,False
2020-04-19,50,False
2020-04-26,84,False
2020-05-03,93,False
2020-05-10,44,False
