date,Gartentor,isPartial
2018-01-07,23,False
2018-01-14,16,False
2018-01-21,0,False
2018-01-28,15,False
2018-02-04,16,False
2018-02-11,16,False
2018-02-18,21,False
2018-02-25,23,False
2018-03-04,21,False
2018-03-11,41,False
2018-03-18,31,False
2018-03-25,33,False
2018-04-01,100,False
2018-04-08,69,False
2018-04-15,70,False
2018-04-22,23,False
2018-04-29,65,False
2018-05-06,32,False
2018-05-13,30,False
2018-05-20,31,False
2018-05-27,35,False
2018-06-03,31,False
2018-06-10,30,False
2018-06-17,15,False
2018-06-24,26,False
2018-07-01,55,False
2018-07-08,32,False
2018-07-15,33,False
2018-07-22,27,False
2018-07-29,16,False
2018-08-05,35,False
2018-08-12,35,False
2018-08-19,25,False
2018-08-26,30,False
2018-09-02,30,False
2018-09-09,25,False
2018-09-16,26,False
2018-09-23,23,False
2018-09-30,21,False
2018-10-07,48,False
2018-10-14,31,False
2018-10-21,15,False
2018-10-28,24,False
2018-11-04,19,False
2018-11-11,45,False
2018-11-18,72,False
2018-11-25,15,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,15,False
2018-12-23,17,False
2018-12-30,26,False
2019-01-06,0,False
2019-01-13,14,False
2019-01-20,27,False
2019-01-27,14,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,23,False
2019-02-24,35,False
2019-03-03,28,False
2019-03-10,28,False
2019-03-17,50,False
2019-03-24,44,False
2019-03-31,35,False
2019-04-07,37,False
2019-04-14,47,False
2019-04-21,31,False
2019-04-28,42,False
2019-05-05,38,False
2019-05-12,36,False
2019-05-19,14,False
2019-05-26,30,False
2019-06-02,14,False
2019-06-09,15,False
2019-06-16,19,False
2019-06-23,25,False
2019-06-30,36,False
2019-07-07,22,False
2019-07-14,15,False
2019-07-21,22,False
2019-07-28,25,False
2019-08-04,25,False
2019-08-11,15,False
2019-08-18,52,False
2019-08-25,29,False
2019-09-01,28,False
2019-09-08,29,False
2019-09-15,20,False
2019-09-22,14,False
2019-09-29,35,False
2019-10-06,21,False
2019-10-13,24,False
2019-10-20,24,False
2019-10-27,13,False
2019-11-03,13,False
2019-11-10,13,False
2019-11-17,41,False
2019-11-24,0,False
2019-12-01,14,False
2019-12-08,14,False
2019-12-15,20,False
2019-12-22,15,False
2019-12-29,24,False
2020-01-05,0,False
2020-01-12,17,False
2020-01-19,30,False
2020-01-26,25,False
2020-02-02,13,False
2020-02-09,13,False
2020-02-16,31,False
2020-02-23,50,False
2020-03-01,13,False
2020-03-08,24,False
2020-03-15,23,False
2020-03-22,26,False
2020-03-29,26,False
2020-04-05,50,False
2020-04-12,60,False
2020-04-19,35,False
2020-04-26,54,False
2020-05-03,39,False
2020-05-10,23,False
