date,acconciature capelli,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,30,False
2018-01-28,46,False
2018-02-04,60,False
2018-02-11,61,False
2018-02-18,0,False
2018-02-25,59,False
2018-03-04,29,False
2018-03-11,29,False
2018-03-18,0,False
2018-03-25,92,False
2018-04-01,81,False
2018-04-08,73,False
2018-04-15,46,False
2018-04-22,31,False
2018-04-29,57,False
2018-05-06,88,False
2018-05-13,29,False
2018-05-20,87,False
2018-05-27,58,False
2018-06-03,85,False
2018-06-10,52,False
2018-06-17,27,False
2018-06-24,51,False
2018-07-01,60,False
2018-07-08,36,False
2018-07-15,60,False
2018-07-22,24,False
2018-07-29,48,False
2018-08-05,67,False
2018-08-12,34,False
2018-08-19,46,False
2018-08-26,37,False
2018-09-02,70,False
2018-09-09,70,False
2018-09-16,35,False
2018-09-23,38,False
2018-09-30,54,False
2018-10-07,0,False
2018-10-14,29,False
2018-10-21,30,False
2018-10-28,0,False
2018-11-04,30,False
2018-11-11,31,False
2018-11-18,30,False
2018-11-25,30,False
2018-12-02,31,False
2018-12-09,31,False
2018-12-16,0,False
2018-12-23,54,False
2018-12-30,51,False
2019-01-06,31,False
2019-01-13,30,False
2019-01-20,29,False
2019-01-27,0,False
2019-02-03,30,False
2019-02-10,0,False
2019-02-17,31,False
2019-02-24,88,False
2019-03-03,64,False
2019-03-10,30,False
2019-03-17,46,False
2019-03-24,62,False
2019-03-31,31,False
2019-04-07,30,False
2019-04-14,0,False
2019-04-21,94,False
2019-04-28,60,False
2019-05-05,29,False
2019-05-12,43,False
2019-05-19,0,False
2019-05-26,69,False
2019-06-02,58,False
2019-06-09,42,False
2019-06-16,28,False
2019-06-23,27,False
2019-06-30,95,False
2019-07-07,26,False
2019-07-14,38,False
2019-07-21,26,False
2019-07-28,37,False
2019-08-04,24,False
2019-08-11,23,False
2019-08-18,43,False
2019-08-25,65,False
2019-09-01,45,False
2019-09-08,36,False
2019-09-15,100,False
2019-09-22,38,False
2019-09-29,52,False
2019-10-06,27,False
2019-10-13,0,False
2019-10-20,26,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,52,False
2019-11-17,27,False
2019-11-24,50,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,54,False
2019-12-22,30,False
2019-12-29,28,False
2020-01-05,0,False
2020-01-12,0,False
2020-01-19,24,False
2020-01-26,24,False
2020-02-02,0,False
2020-02-09,37,False
2020-02-16,0,False
2020-02-23,35,False
2020-03-01,45,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,20,False
2020-03-29,31,False
2020-04-05,22,False
2020-04-12,22,False
2020-04-19,21,False
2020-04-26,0,True
