date,acconciature capelli,isPartial
2018-01-07,22,False
2018-01-14,22,False
2018-01-21,22,False
2018-01-28,21,False
2018-02-04,42,False
2018-02-11,22,False
2018-02-18,31,False
2018-02-25,40,False
2018-03-04,53,False
2018-03-11,53,False
2018-03-18,21,False
2018-03-25,34,False
2018-04-01,23,False
2018-04-08,21,False
2018-04-15,45,False
2018-04-22,58,False
2018-04-29,45,False
2018-05-06,65,False
2018-05-13,33,False
2018-05-20,55,False
2018-05-27,34,False
2018-06-03,65,False
2018-06-10,52,False
2018-06-17,43,False
2018-06-24,44,False
2018-07-01,32,False
2018-07-08,32,False
2018-07-15,43,False
2018-07-22,42,False
2018-07-29,54,False
2018-08-05,54,False
2018-08-12,21,False
2018-08-19,21,False
2018-08-26,100,False
2018-09-02,73,False
2018-09-09,65,False
2018-09-16,21,False
2018-09-23,22,False
2018-09-30,44,False
2018-10-07,68,False
2018-10-14,23,False
2018-10-21,22,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,21,False
2018-11-25,21,False
2018-12-02,23,False
2018-12-09,21,False
2018-12-16,0,False
2018-12-23,25,False
2018-12-30,34,False
2019-01-06,0,False
2019-01-13,20,False
2019-01-20,20,False
2019-01-27,0,False
2019-02-03,20,False
2019-02-10,0,False
2019-02-17,20,False
2019-02-24,40,False
2019-03-03,20,False
2019-03-10,20,False
2019-03-17,21,False
2019-03-24,20,False
2019-03-31,20,False
2019-04-07,0,False
2019-04-14,21,False
2019-04-21,0,False
2019-04-28,40,False
2019-05-05,29,False
2019-05-12,19,False
2019-05-19,39,False
2019-05-26,27,False
2019-06-02,40,False
2019-06-09,51,False
2019-06-16,0,False
2019-06-23,30,False
2019-06-30,41,False
2019-07-07,19,False
2019-07-14,20,False
2019-07-21,20,False
2019-07-28,39,False
2019-08-04,30,False
2019-08-11,20,False
2019-08-18,19,False
2019-08-25,18,False
2019-09-01,27,False
2019-09-08,58,False
2019-09-15,38,False
2019-09-22,38,False
2019-09-29,19,False
2019-10-06,38,False
2019-10-13,19,False
2019-10-20,37,False
2019-10-27,28,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,18,False
2019-11-24,18,False
2019-12-01,37,False
2019-12-08,28,False
2019-12-15,39,False
2019-12-22,33,False
2019-12-29,21,False
2020-01-05,0,False
2020-01-12,43,False
2020-01-19,0,False
2020-01-26,35,False
2020-02-02,0,False
2020-02-09,36,False
2020-02-16,0,False
2020-02-23,32,False
2020-03-01,24,False
2020-03-08,16,False
2020-03-15,0,False
2020-03-22,14,False
2020-03-29,15,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,14,False
2020-04-26,25,True
