date,Wohnzimmer,isPartial
2018-01-07,42,False
2018-01-14,33,False
2018-01-21,41,False
2018-01-28,0,False
2018-02-04,24,False
2018-02-11,16,False
2018-02-18,31,False
2018-02-25,39,False
2018-03-04,24,False
2018-03-11,25,False
2018-03-18,26,False
2018-03-25,35,False
2018-04-01,49,False
2018-04-08,41,False
2018-04-15,0,False
2018-04-22,40,False
2018-04-29,31,False
2018-05-06,21,False
2018-05-13,49,False
2018-05-20,71,False
2018-05-27,20,False
2018-06-03,20,False
2018-06-10,18,False
2018-06-17,27,False
2018-06-24,44,False
2018-07-01,17,False
2018-07-08,35,False
2018-07-15,18,False
2018-07-22,35,False
2018-07-29,36,False
2018-08-05,17,False
2018-08-12,70,False
2018-08-19,35,False
2018-08-26,36,False
2018-09-02,48,False
2018-09-09,0,False
2018-09-16,29,False
2018-09-23,39,False
2018-09-30,28,False
2018-10-07,40,False
2018-10-14,20,False
2018-10-21,51,False
2018-10-28,60,False
2018-11-04,100,False
2018-11-11,20,False
2018-11-18,39,False
2018-11-25,40,False
2018-12-02,38,False
2018-12-09,19,False
2018-12-16,0,False
2018-12-23,18,False
2018-12-30,55,False
2019-01-06,16,False
2019-01-13,33,False
2019-01-20,40,False
2019-01-27,32,False
2019-02-03,24,False
2019-02-10,41,False
2019-02-17,23,False
2019-02-24,23,False
2019-03-03,23,False
2019-03-10,39,False
2019-03-17,17,False
2019-03-24,0,False
2019-03-31,28,False
2019-04-07,37,False
2019-04-14,20,False
2019-04-21,60,False
2019-04-28,38,False
2019-05-05,28,False
2019-05-12,37,False
2019-05-19,27,False
2019-05-26,36,False
2019-06-02,27,False
2019-06-09,18,False
2019-06-16,35,False
2019-06-23,37,False
2019-06-30,35,False
2019-07-07,17,False
2019-07-14,17,False
2019-07-21,17,False
2019-07-28,16,False
2019-08-04,17,False
2019-08-11,16,False
2019-08-18,16,False
2019-08-25,34,False
2019-09-01,26,False
2019-09-08,52,False
2019-09-15,17,False
2019-09-22,51,False
2019-09-29,33,False
2019-10-06,59,False
2019-10-13,70,False
2019-10-20,17,False
2019-10-27,35,False
2019-11-03,17,False
2019-11-10,17,False
2019-11-17,17,False
2019-11-24,17,False
2019-12-01,34,False
2019-12-08,41,False
2019-12-15,32,False
2019-12-22,47,False
2019-12-29,42,False
2020-01-05,21,False
2020-01-12,48,False
2020-01-19,42,False
2020-01-26,0,False
2020-02-02,19,False
2020-02-09,13,False
2020-02-16,13,False
2020-02-23,18,False
2020-03-01,33,False
2020-03-08,19,False
2020-03-15,30,False
2020-03-22,43,False
2020-03-29,14,False
2020-04-05,66,False
2020-04-12,23,False
2020-04-19,46,False
2020-04-26,60,False
2020-05-03,16,False
2020-05-10,23,False
2020-05-17,17,False
2020-05-24,46,False
2020-05-31,24,False
2020-06-07,47,False
2020-06-14,36,False
2020-06-21,15,False
2020-06-28,43,False
2020-07-05,22,False
