date,Wohnzimmer,isPartial
2018-01-07,60,False
2018-01-14,0,False
2018-01-21,30,False
2018-01-28,0,False
2018-02-04,29,False
2018-02-11,30,False
2018-02-18,28,False
2018-02-25,29,False
2018-03-04,29,False
2018-03-11,28,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,30,False
2018-04-08,30,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,30,False
2018-05-13,29,False
2018-05-20,0,False
2018-05-27,29,False
2018-06-03,28,False
2018-06-10,26,False
2018-06-17,28,False
2018-06-24,27,False
2018-07-01,29,False
2018-07-08,27,False
2018-07-15,28,False
2018-07-22,28,False
2018-07-29,29,False
2018-08-05,0,False
2018-08-12,28,False
2018-08-19,26,False
2018-08-26,0,False
2018-09-02,28,False
2018-09-09,27,False
2018-09-16,54,False
2018-09-23,28,False
2018-09-30,0,False
2018-10-07,28,False
2018-10-14,0,False
2018-10-21,27,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,26,False
2018-12-02,54,False
2018-12-09,26,False
2018-12-16,28,False
2018-12-23,28,False
2018-12-30,25,False
2019-01-06,100,False
2019-01-13,25,False
2019-01-20,24,False
2019-01-27,37,False
2019-02-03,37,False
2019-02-10,27,False
2019-02-17,25,False
2019-02-24,25,False
2019-03-03,26,False
2019-03-10,0,False
2019-03-17,25,False
2019-03-24,50,False
2019-03-31,0,False
2019-04-07,25,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,24,False
2019-05-05,23,False
2019-05-12,23,False
2019-05-19,0,False
2019-05-26,23,False
2019-06-02,25,False
2019-06-09,0,False
2019-06-16,48,False
2019-06-23,50,False
2019-06-30,25,False
2019-07-07,0,False
2019-07-14,25,False
2019-07-21,25,False
2019-07-28,24,False
2019-08-04,25,False
2019-08-11,23,False
2019-08-18,23,False
2019-08-25,0,False
2019-09-01,22,False
2019-09-08,47,False
2019-09-15,24,False
2019-09-22,23,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,23,False
2019-10-20,23,False
2019-10-27,56,False
2019-11-03,0,False
2019-11-10,67,False
2019-11-17,0,False
2019-11-24,44,False
2019-12-01,23,False
2019-12-08,0,False
2019-12-15,23,False
2019-12-22,35,False
2019-12-29,22,False
2020-01-05,21,False
2020-01-12,41,False
2020-01-19,0,False
2020-01-26,20,False
2020-02-02,20,False
2020-02-09,45,False
2020-02-16,0,False
2020-02-23,50,False
2020-03-01,20,False
2020-03-08,0,False
2020-03-15,17,False
2020-03-22,16,False
2020-03-29,17,False
2020-04-05,19,False
2020-04-12,18,False
2020-04-19,34,False
2020-04-26,17,False
2020-05-03,18,False
2020-05-10,0,False
2020-05-17,19,False
2020-05-24,35,False
2020-05-31,0,False
2020-06-07,18,False
2020-06-14,26,False
2020-06-21,0,False
2020-06-28,19,False
2020-07-05,20,False
