date,Wohnzimmer,isPartial
2018-01-07,21,False
2018-01-14,21,False
2018-01-21,21,False
2018-01-28,21,False
2018-02-04,43,False
2018-02-11,60,False
2018-02-18,40,False
2018-02-25,20,False
2018-03-04,20,False
2018-03-11,32,False
2018-03-18,23,False
2018-03-25,23,False
2018-04-01,0,False
2018-04-08,24,False
2018-04-15,37,False
2018-04-22,0,False
2018-04-29,100,False
2018-05-06,74,False
2018-05-13,24,False
2018-05-20,25,False
2018-05-27,0,False
2018-06-03,25,False
2018-06-10,0,False
2018-06-17,25,False
2018-06-24,49,False
2018-07-01,23,False
2018-07-08,24,False
2018-07-15,25,False
2018-07-22,25,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,25,False
2018-08-19,25,False
2018-08-26,24,False
2018-09-02,25,False
2018-09-09,25,False
2018-09-16,24,False
2018-09-23,0,False
2018-09-30,58,False
2018-10-07,24,False
2018-10-14,26,False
2018-10-21,25,False
2018-10-28,64,False
2018-11-04,49,False
2018-11-11,25,False
2018-11-18,24,False
2018-11-25,23,False
2018-12-02,46,False
2018-12-09,48,False
2018-12-16,0,False
2018-12-23,24,False
2018-12-30,66,False
2019-01-06,21,False
2019-01-13,0,False
2019-01-20,30,False
2019-01-27,20,False
2019-02-03,63,False
2019-02-10,22,False
2019-02-17,0,False
2019-02-24,31,False
2019-03-03,21,False
2019-03-10,21,False
2019-03-17,22,False
2019-03-24,22,False
2019-03-31,0,False
2019-04-07,23,False
2019-04-14,24,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,93,False
2019-05-19,46,False
2019-05-26,24,False
2019-06-02,0,False
2019-06-09,22,False
2019-06-16,22,False
2019-06-23,25,False
2019-06-30,23,False
2019-07-07,0,False
2019-07-14,24,False
2019-07-21,37,False
2019-07-28,71,False
2019-08-04,24,False
2019-08-11,47,False
2019-08-18,34,False
2019-08-25,0,False
2019-09-01,64,False
2019-09-08,0,False
2019-09-15,23,False
2019-09-22,44,False
2019-09-29,21,False
2019-10-06,44,False
2019-10-13,45,False
2019-10-20,0,False
2019-10-27,66,False
2019-11-03,32,False
2019-11-10,21,False
2019-11-17,43,False
2019-11-24,21,False
2019-12-01,22,False
2019-12-08,63,False
2019-12-15,21,False
2019-12-22,31,False
2019-12-29,39,False
2020-01-05,19,False
2020-01-12,36,False
2020-01-19,47,False
2020-01-26,36,False
2020-02-02,18,False
2020-02-09,0,False
2020-02-16,27,False
2020-02-23,59,False
2020-03-01,53,False
2020-03-08,0,False
2020-03-15,36,False
2020-03-22,25,False
2020-03-29,25,False
2020-04-05,19,False
2020-04-12,36,False
2020-04-19,35,False
2020-04-26,26,False
2020-05-03,18,False
2020-05-10,45,False
2020-05-17,78,False
2020-05-24,19,False
2020-05-31,56,False
2020-06-07,0,False
2020-06-14,27,False
2020-06-21,19,False
2020-06-28,0,False
2020-07-05,59,False
