date,Baufirma,isPartial
2018-01-07,0,False
2018-01-14,31,False
2018-01-21,48,False
2018-01-28,49,False
2018-02-04,34,False
2018-02-11,32,False
2018-02-18,32,False
2018-02-25,32,False
2018-03-04,32,False
2018-03-11,99,False
2018-03-18,87,False
2018-03-25,70,False
2018-04-01,35,False
2018-04-08,52,False
2018-04-15,71,False
2018-04-22,34,False
2018-04-29,71,False
2018-05-06,84,False
2018-05-13,34,False
2018-05-20,35,False
2018-05-27,50,False
2018-06-03,89,False
2018-06-10,63,False
2018-06-17,32,False
2018-06-24,32,False
2018-07-01,49,False
2018-07-08,97,False
2018-07-15,70,False
2018-07-22,51,False
2018-07-29,57,False
2018-08-05,51,False
2018-08-12,34,False
2018-08-19,44,False
2018-08-26,33,False
2018-09-02,67,False
2018-09-09,50,False
2018-09-16,33,False
2018-09-23,50,False
2018-09-30,100,False
2018-10-07,67,False
2018-10-14,33,False
2018-10-21,0,False
2018-10-28,33,False
2018-11-04,32,False
2018-11-11,32,False
2018-11-18,0,False
2018-11-25,32,False
2018-12-02,48,False
2018-12-09,0,False
2018-12-16,32,False
2018-12-23,33,False
2018-12-30,32,False
2019-01-06,60,False
2019-01-13,29,False
2019-01-20,59,False
2019-01-27,30,False
2019-02-03,47,False
2019-02-10,50,False
2019-02-17,81,False
2019-02-24,62,False
2019-03-03,79,False
2019-03-10,59,False
2019-03-17,46,False
2019-03-24,46,False
2019-03-31,32,False
2019-04-07,47,False
2019-04-14,67,False
2019-04-21,65,False
2019-04-28,61,False
2019-05-05,60,False
2019-05-12,77,False
2019-05-19,61,False
2019-05-26,62,False
2019-06-02,31,False
2019-06-09,61,False
2019-06-16,41,False
2019-06-23,63,False
2019-06-30,31,False
2019-07-07,31,False
2019-07-14,79,False
2019-07-21,66,False
2019-07-28,29,False
2019-08-04,0,False
2019-08-11,44,False
2019-08-18,88,False
2019-08-25,44,False
2019-09-01,29,False
2019-09-08,30,False
2019-09-15,30,False
2019-09-22,39,False
2019-09-29,29,False
2019-10-06,30,False
2019-10-13,44,False
2019-10-20,43,False
2019-10-27,55,False
2019-11-03,27,False
2019-11-10,27,False
2019-11-17,55,False
2019-11-24,66,False
2019-12-01,0,False
2019-12-08,27,False
2019-12-15,41,False
2019-12-22,29,False
2019-12-29,28,False
2020-01-05,26,False
2020-01-12,52,False
2020-01-19,52,False
2020-01-26,78,False
2020-02-02,54,False
2020-02-09,25,False
2020-02-16,38,False
2020-02-23,25,False
2020-03-01,34,False
2020-03-08,49,False
2020-03-15,30,False
2020-03-22,44,False
2020-03-29,32,False
2020-04-05,37,False
2020-04-12,47,False
2020-04-19,56,False
2020-04-26,22,False
2020-05-03,22,False
2020-05-10,31,False
