date,Baufirma,isPartial
2018-01-07,60,False
2018-01-14,26,False
2018-01-21,38,False
2018-01-28,42,False
2018-02-04,72,False
2018-02-11,69,False
2018-02-18,26,False
2018-02-25,43,False
2018-03-04,25,False
2018-03-11,77,False
2018-03-18,26,False
2018-03-25,27,False
2018-04-01,87,False
2018-04-08,54,False
2018-04-15,27,False
2018-04-22,53,False
2018-04-29,45,False
2018-05-06,38,False
2018-05-13,40,False
2018-05-20,57,False
2018-05-27,53,False
2018-06-03,71,False
2018-06-10,25,False
2018-06-17,52,False
2018-06-24,53,False
2018-07-01,46,False
2018-07-08,56,False
2018-07-15,44,False
2018-07-22,31,False
2018-07-29,31,False
2018-08-05,79,False
2018-08-12,40,False
2018-08-19,56,False
2018-08-26,54,False
2018-09-02,71,False
2018-09-09,67,False
2018-09-16,27,False
2018-09-23,81,False
2018-09-30,55,False
2018-10-07,22,False
2018-10-14,41,False
2018-10-21,28,False
2018-10-28,54,False
2018-11-04,25,False
2018-11-11,26,False
2018-11-18,35,False
2018-11-25,52,False
2018-12-02,52,False
2018-12-09,40,False
2018-12-16,28,False
2018-12-23,0,False
2018-12-30,30,False
2019-01-06,33,False
2019-01-13,29,False
2019-01-20,35,False
2019-01-27,34,False
2019-02-03,53,False
2019-02-10,77,False
2019-02-17,93,False
2019-02-24,34,False
2019-03-03,49,False
2019-03-10,51,False
2019-03-17,52,False
2019-03-24,52,False
2019-03-31,26,False
2019-04-07,41,False
2019-04-14,73,False
2019-04-21,44,False
2019-04-28,63,False
2019-05-05,25,False
2019-05-12,52,False
2019-05-19,85,False
2019-05-26,45,False
2019-06-02,60,False
2019-06-09,27,False
2019-06-16,52,False
2019-06-23,64,False
2019-06-30,36,False
2019-07-07,26,False
2019-07-14,73,False
2019-07-21,70,False
2019-07-28,54,False
2019-08-04,53,False
2019-08-11,35,False
2019-08-18,26,False
2019-08-25,72,False
2019-09-01,48,False
2019-09-08,64,False
2019-09-15,58,False
2019-09-22,100,False
2019-09-29,46,False
2019-10-06,42,False
2019-10-13,38,False
2019-10-20,0,False
2019-10-27,48,False
2019-11-03,49,False
2019-11-10,49,False
2019-11-17,56,False
2019-11-24,40,False
2019-12-01,33,False
2019-12-08,48,False
2019-12-15,25,False
2019-12-22,32,False
2019-12-29,0,False
2020-01-05,52,False
2020-01-12,23,False
2020-01-19,24,False
2020-01-26,47,False
2020-02-02,49,False
2020-02-09,52,False
2020-02-16,55,False
2020-02-23,30,False
2020-03-01,33,False
2020-03-08,20,False
2020-03-15,44,False
2020-03-22,75,False
2020-03-29,33,False
2020-04-05,46,False
2020-04-12,24,False
2020-04-19,35,False
2020-04-26,22,False
2020-05-03,20,False
2020-05-10,45,False
