date,Baufirma,isPartial
2018-01-07,30,False
2018-01-14,59,False
2018-01-21,30,False
2018-01-28,30,False
2018-02-04,31,False
2018-02-11,30,False
2018-02-18,30,False
2018-02-25,30,False
2018-03-04,31,False
2018-03-11,61,False
2018-03-18,61,False
2018-03-25,33,False
2018-04-01,0,False
2018-04-08,65,False
2018-04-15,66,False
2018-04-22,65,False
2018-04-29,50,False
2018-05-06,35,False
2018-05-13,49,False
2018-05-20,100,False
2018-05-27,32,False
2018-06-03,54,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,64,False
2018-07-01,33,False
2018-07-08,33,False
2018-07-15,33,False
2018-07-22,33,False
2018-07-29,32,False
2018-08-05,31,False
2018-08-12,31,False
2018-08-19,31,False
2018-08-26,42,False
2018-09-02,31,False
2018-09-09,63,False
2018-09-16,31,False
2018-09-23,92,False
2018-09-30,50,False
2018-10-07,33,False
2018-10-14,31,False
2018-10-21,45,False
2018-10-28,0,False
2018-11-04,29,False
2018-11-11,44,False
2018-11-18,28,False
2018-11-25,39,False
2018-12-02,59,False
2018-12-09,58,False
2018-12-16,0,False
2018-12-23,32,False
2018-12-30,29,False
2019-01-06,27,False
2019-01-13,0,False
2019-01-20,26,False
2019-01-27,40,False
2019-02-03,27,False
2019-02-10,29,False
2019-02-17,41,False
2019-02-24,38,False
2019-03-03,69,False
2019-03-10,41,False
2019-03-17,29,False
2019-03-24,0,False
2019-03-31,58,False
2019-04-07,57,False
2019-04-14,47,False
2019-04-21,60,False
2019-04-28,28,False
2019-05-05,27,False
2019-05-12,28,False
2019-05-19,28,False
2019-05-26,57,False
2019-06-02,56,False
2019-06-09,28,False
2019-06-16,28,False
2019-06-23,44,False
2019-06-30,57,False
2019-07-07,28,False
2019-07-14,91,False
2019-07-21,0,False
2019-07-28,45,False
2019-08-04,60,False
2019-08-11,66,False
2019-08-18,38,False
2019-08-25,28,False
2019-09-01,56,False
2019-09-08,28,False
2019-09-15,29,False
2019-09-22,27,False
2019-09-29,27,False
2019-10-06,85,False
2019-10-13,27,False
2019-10-20,26,False
2019-10-27,38,False
2019-11-03,25,False
2019-11-10,43,False
2019-11-17,0,False
2019-11-24,25,False
2019-12-01,35,False
2019-12-08,25,False
2019-12-15,26,False
2019-12-22,42,False
2019-12-29,40,False
2020-01-05,24,False
2020-01-12,24,False
2020-01-19,36,False
2020-01-26,48,False
2020-02-02,24,False
2020-02-09,25,False
2020-02-16,55,False
2020-02-23,23,False
2020-03-01,23,False
2020-03-08,22,False
2020-03-15,0,False
2020-03-22,21,False
2020-03-29,20,False
2020-04-05,24,False
2020-04-12,0,False
2020-04-19,22,False
2020-04-26,42,False
2020-05-03,36,False
2020-05-10,21,False
