date,Baufirma,isPartial
2018-01-07,27,False
2018-01-14,52,False
2018-01-21,27,False
2018-01-28,27,False
2018-02-04,28,False
2018-02-11,27,False
2018-02-18,27,False
2018-02-25,26,False
2018-03-04,26,False
2018-03-11,26,False
2018-03-18,54,False
2018-03-25,28,False
2018-04-01,56,False
2018-04-08,42,False
2018-04-15,29,False
2018-04-22,55,False
2018-04-29,29,False
2018-05-06,0,False
2018-05-13,58,False
2018-05-20,29,False
2018-05-27,0,False
2018-06-03,28,False
2018-06-10,53,False
2018-06-17,27,False
2018-06-24,28,False
2018-07-01,28,False
2018-07-08,28,False
2018-07-15,48,False
2018-07-22,28,False
2018-07-29,27,False
2018-08-05,26,False
2018-08-12,27,False
2018-08-19,40,False
2018-08-26,27,False
2018-09-02,55,False
2018-09-09,73,False
2018-09-16,27,False
2018-09-23,41,False
2018-09-30,58,False
2018-10-07,85,False
2018-10-14,0,False
2018-10-21,39,False
2018-10-28,26,False
2018-11-04,51,False
2018-11-11,0,False
2018-11-18,37,False
2018-11-25,26,False
2018-12-02,26,False
2018-12-09,26,False
2018-12-16,26,False
2018-12-23,28,False
2018-12-30,78,False
2019-01-06,36,False
2019-01-13,24,False
2019-01-20,0,False
2019-01-27,80,False
2019-02-03,32,False
2019-02-10,51,False
2019-02-17,50,False
2019-02-24,25,False
2019-03-03,25,False
2019-03-10,24,False
2019-03-17,25,False
2019-03-24,0,False
2019-03-31,52,False
2019-04-07,75,False
2019-04-14,53,False
2019-04-21,27,False
2019-04-28,0,False
2019-05-05,24,False
2019-05-12,25,False
2019-05-19,25,False
2019-05-26,34,False
2019-06-02,100,False
2019-06-09,25,False
2019-06-16,38,False
2019-06-23,0,False
2019-06-30,37,False
2019-07-07,0,False
2019-07-14,40,False
2019-07-21,27,False
2019-07-28,39,False
2019-08-04,26,False
2019-08-11,25,False
2019-08-18,25,False
2019-08-25,41,False
2019-09-01,37,False
2019-09-08,25,False
2019-09-15,25,False
2019-09-22,36,False
2019-09-29,24,False
2019-10-06,24,False
2019-10-13,23,False
2019-10-20,35,False
2019-10-27,23,False
2019-11-03,45,False
2019-11-10,60,False
2019-11-17,45,False
2019-11-24,22,False
2019-12-01,45,False
2019-12-08,34,False
2019-12-15,34,False
2019-12-22,24,False
2019-12-29,47,False
2020-01-05,32,False
2020-01-12,28,False
2020-01-19,32,False
2020-01-26,28,False
2020-02-02,28,False
2020-02-09,44,False
2020-02-16,43,False
2020-02-23,21,False
2020-03-01,42,False
2020-03-08,33,False
2020-03-15,26,False
2020-03-22,28,False
2020-03-29,37,False
2020-04-05,21,False
2020-04-12,20,False
2020-04-19,19,False
2020-04-26,28,False
2020-05-03,58,False
2020-05-10,20,False
