date,Baufirma,isPartial
2018-01-07,59,False
2018-01-14,38,False
2018-01-21,38,False
2018-01-28,77,False
2018-02-04,39,False
2018-02-11,0,False
2018-02-18,37,False
2018-02-25,0,False
2018-03-04,39,False
2018-03-11,39,False
2018-03-18,37,False
2018-03-25,0,False
2018-04-01,41,False
2018-04-08,39,False
2018-04-15,60,False
2018-04-22,64,False
2018-04-29,0,False
2018-05-06,44,False
2018-05-13,40,False
2018-05-20,43,False
2018-05-27,39,False
2018-06-03,0,False
2018-06-10,56,False
2018-06-17,38,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,40,False
2018-07-15,44,False
2018-07-22,0,False
2018-07-29,43,False
2018-08-05,41,False
2018-08-12,78,False
2018-08-19,40,False
2018-08-26,41,False
2018-09-02,40,False
2018-09-09,40,False
2018-09-16,0,False
2018-09-23,81,False
2018-09-30,44,False
2018-10-07,84,False
2018-10-14,39,False
2018-10-21,38,False
2018-10-28,39,False
2018-11-04,37,False
2018-11-11,38,False
2018-11-18,37,False
2018-11-25,38,False
2018-12-02,38,False
2018-12-09,38,False
2018-12-16,41,False
2018-12-23,0,False
2018-12-30,67,False
2019-01-06,0,False
2019-01-13,73,False
2019-01-20,36,False
2019-01-27,36,False
2019-02-03,37,False
2019-02-10,74,False
2019-02-17,75,False
2019-02-24,0,False
2019-03-03,38,False
2019-03-10,38,False
2019-03-17,76,False
2019-03-24,39,False
2019-03-31,39,False
2019-04-07,38,False
2019-04-14,0,False
2019-04-21,41,False
2019-04-28,76,False
2019-05-05,38,False
2019-05-12,40,False
2019-05-19,38,False
2019-05-26,61,False
2019-06-02,40,False
2019-06-09,42,False
2019-06-16,0,False
2019-06-23,43,False
2019-06-30,42,False
2019-07-07,44,False
2019-07-14,46,False
2019-07-21,100,False
2019-07-28,0,False
2019-08-04,42,False
2019-08-11,81,False
2019-08-18,42,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,41,False
2019-09-15,41,False
2019-09-22,57,False
2019-09-29,0,False
2019-10-06,81,False
2019-10-13,0,False
2019-10-20,35,False
2019-10-27,39,False
2019-11-03,37,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,37,False
2019-12-01,39,False
2019-12-08,60,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,36,False
2020-01-12,36,False
2020-01-19,35,False
2020-01-26,35,False
2020-02-02,36,False
2020-02-09,34,False
2020-02-16,32,False
2020-02-23,31,False
2020-03-01,66,False
2020-03-08,32,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,30,False
2020-04-19,29,False
2020-04-26,38,False
2020-05-03,28,False
2020-05-10,0,False
