date,abiti cerimonia,isPartial
2018-01-07,60,False
2018-01-14,47,False
2018-01-21,38,False
2018-01-28,25,False
2018-02-04,41,False
2018-02-11,32,False
2018-02-18,60,False
2018-02-25,32,False
2018-03-04,45,False
2018-03-11,55,False
2018-03-18,75,False
2018-03-25,57,False
2018-04-01,84,False
2018-04-08,78,False
2018-04-15,95,False
2018-04-22,53,False
2018-04-29,100,False
2018-05-06,94,False
2018-05-13,60,False
2018-05-20,52,False
2018-05-27,46,False
2018-06-03,58,False
2018-06-10,62,False
2018-06-17,57,False
2018-06-24,37,False
2018-07-01,52,False
2018-07-08,53,False
2018-07-15,51,False
2018-07-22,54,False
2018-07-29,64,False
2018-08-05,36,False
2018-08-12,45,False
2018-08-19,51,False
2018-08-26,25,False
2018-09-02,25,False
2018-09-09,41,False
2018-09-16,23,False
2018-09-23,26,False
2018-09-30,30,False
2018-10-07,27,False
2018-10-14,31,False
2018-10-21,44,False
2018-10-28,30,False
2018-11-04,26,False
2018-11-11,27,False
2018-11-18,31,False
2018-11-25,0,False
2018-12-02,9,False
2018-12-09,14,False
2018-12-16,19,False
2018-12-23,34,False
2018-12-30,36,False
2019-01-06,22,False
2019-01-13,40,False
2019-01-20,41,False
2019-01-27,42,False
2019-02-03,34,False
2019-02-10,46,False
2019-02-17,39,False
2019-02-24,60,False
2019-03-03,41,False
2019-03-10,65,False
2019-03-17,62,False
2019-03-24,88,False
2019-03-31,70,False
2019-04-07,62,False
2019-04-14,42,False
2019-04-21,54,False
2019-04-28,75,False
2019-05-05,44,False
2019-05-12,43,False
2019-05-19,66,False
2019-05-26,45,False
2019-06-02,72,False
2019-06-09,42,False
2019-06-16,27,False
2019-06-23,44,False
2019-06-30,59,False
2019-07-07,56,False
2019-07-14,58,False
2019-07-21,47,False
2019-07-28,52,False
2019-08-04,40,False
2019-08-11,18,False
2019-08-18,31,False
2019-08-25,28,False
2019-09-01,23,False
2019-09-08,18,False
2019-09-15,9,False
2019-09-22,44,False
2019-09-29,31,False
2019-10-06,13,False
2019-10-13,28,False
2019-10-20,18,False
2019-10-27,27,False
2019-11-03,26,False
2019-11-10,13,False
2019-11-17,18,False
2019-11-24,21,False
2019-12-01,18,False
2019-12-08,0,False
2019-12-15,9,False
2019-12-22,18,False
2019-12-29,26,False
2020-01-05,30,False
2020-01-12,44,False
2020-01-19,16,False
2020-01-26,64,False
2020-02-02,35,False
2020-02-09,29,False
2020-02-16,37,False
2020-02-23,34,False
2020-03-01,41,False
2020-03-08,24,False
2020-03-15,10,False
2020-03-22,12,False
2020-03-29,6,False
2020-04-05,0,False
2020-04-12,7,False
2020-04-19,0,False
2020-04-26,11,True
