date,abiti cerimonia,isPartial
2018-01-07,29,False
2018-01-14,79,False
2018-01-21,49,False
2018-01-28,64,False
2018-02-04,70,False
2018-02-11,91,False
2018-02-18,55,False
2018-02-25,48,False
2018-03-04,54,False
2018-03-11,96,False
2018-03-18,75,False
2018-03-25,43,False
2018-04-01,52,False
2018-04-08,54,False
2018-04-15,22,False
2018-04-22,44,False
2018-04-29,72,False
2018-05-06,82,False
2018-05-13,48,False
2018-05-20,68,False
2018-05-27,68,False
2018-06-03,52,False
2018-06-10,30,False
2018-06-17,25,False
2018-06-24,30,False
2018-07-01,72,False
2018-07-08,39,False
2018-07-15,73,False
2018-07-22,33,False
2018-07-29,33,False
2018-08-05,41,False
2018-08-12,53,False
2018-08-19,37,False
2018-08-26,29,False
2018-09-02,65,False
2018-09-09,49,False
2018-09-16,32,False
2018-09-23,36,False
2018-09-30,25,False
2018-10-07,0,False
2018-10-14,34,False
2018-10-21,29,False
2018-10-28,28,False
2018-11-04,28,False
2018-11-11,14,False
2018-11-18,14,False
2018-11-25,28,False
2018-12-02,21,False
2018-12-09,0,False
2018-12-16,15,False
2018-12-23,0,False
2018-12-30,32,False
2019-01-06,57,False
2019-01-13,56,False
2019-01-20,33,False
2019-01-27,27,False
2019-02-03,70,False
2019-02-10,36,False
2019-02-17,79,False
2019-02-24,96,False
2019-03-03,90,False
2019-03-10,50,False
2019-03-17,65,False
2019-03-24,65,False
2019-03-31,100,False
2019-04-07,83,False
2019-04-14,50,False
2019-04-21,44,False
2019-04-28,63,False
2019-05-05,68,False
2019-05-12,27,False
2019-05-19,67,False
2019-05-26,77,False
2019-06-02,53,False
2019-06-09,45,False
2019-06-16,19,False
2019-06-23,44,False
2019-06-30,25,False
2019-07-07,48,False
2019-07-14,41,False
2019-07-21,42,False
2019-07-28,29,False
2019-08-04,40,False
2019-08-11,21,False
2019-08-18,25,False
2019-08-25,26,False
2019-09-01,32,False
2019-09-08,22,False
2019-09-15,35,False
2019-09-22,24,False
2019-09-29,36,False
2019-10-06,12,False
2019-10-13,13,False
2019-10-20,12,False
2019-10-27,0,False
2019-11-03,12,False
2019-11-10,24,False
2019-11-17,12,False
2019-11-24,17,False
2019-12-01,24,False
2019-12-08,12,False
2019-12-15,19,False
2019-12-22,35,False
2019-12-29,20,False
2020-01-05,59,False
2020-01-12,28,False
2020-01-19,39,False
2020-01-26,28,False
2020-02-02,39,False
2020-02-09,29,False
2020-02-16,63,False
2020-02-23,33,False
2020-03-01,36,False
2020-03-08,10,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,10,False
2020-04-05,10,False
2020-04-12,10,False
2020-04-19,10,False
2020-04-26,0,True
