date,abiti cerimonia,isPartial
2018-01-07,53,False
2018-01-14,30,False
2018-01-21,98,False
2018-01-28,22,False
2018-02-04,51,False
2018-02-11,82,False
2018-02-18,70,False
2018-02-25,48,False
2018-03-04,80,False
2018-03-11,87,False
2018-03-18,94,False
2018-03-25,70,False
2018-04-01,96,False
2018-04-08,59,False
2018-04-15,47,False
2018-04-22,64,False
2018-04-29,100,False
2018-05-06,90,False
2018-05-13,97,False
2018-05-20,90,False
2018-05-27,77,False
2018-06-03,38,False
2018-06-10,36,False
2018-06-17,59,False
2018-06-24,45,False
2018-07-01,44,False
2018-07-08,51,False
2018-07-15,15,False
2018-07-22,44,False
2018-07-29,67,False
2018-08-05,30,False
2018-08-12,29,False
2018-08-19,15,False
2018-08-26,28,False
2018-09-02,43,False
2018-09-09,45,False
2018-09-16,15,False
2018-09-23,23,False
2018-09-30,46,False
2018-10-07,16,False
2018-10-14,23,False
2018-10-21,0,False
2018-10-28,45,False
2018-11-04,22,False
2018-11-11,16,False
2018-11-18,29,False
2018-11-25,15,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,30,False
2018-12-23,0,False
2018-12-30,15,False
2019-01-06,14,False
2019-01-13,41,False
2019-01-20,60,False
2019-01-27,73,False
2019-02-03,20,False
2019-02-10,75,False
2019-02-17,21,False
2019-02-24,96,False
2019-03-03,56,False
2019-03-10,48,False
2019-03-17,64,False
2019-03-24,62,False
2019-03-31,48,False
2019-04-07,83,False
2019-04-14,36,False
2019-04-21,64,False
2019-04-28,62,False
2019-05-05,20,False
2019-05-12,52,False
2019-05-19,66,False
2019-05-26,44,False
2019-06-02,49,False
2019-06-09,14,False
2019-06-16,21,False
2019-06-23,41,False
2019-06-30,42,False
2019-07-07,64,False
2019-07-14,41,False
2019-07-21,28,False
2019-07-28,20,False
2019-08-04,27,False
2019-08-11,49,False
2019-08-18,19,False
2019-08-25,37,False
2019-09-01,25,False
2019-09-08,46,False
2019-09-15,20,False
2019-09-22,19,False
2019-09-29,19,False
2019-10-06,13,False
2019-10-13,39,False
2019-10-20,19,False
2019-10-27,19,False
2019-11-03,25,False
2019-11-10,13,False
2019-11-17,13,False
2019-11-24,19,False
2019-12-01,13,False
2019-12-08,13,False
2019-12-15,20,False
2019-12-22,15,False
2019-12-29,0,False
2020-01-05,12,False
2020-01-12,47,False
2020-01-19,30,False
2020-01-26,24,False
2020-02-02,64,False
2020-02-09,43,False
2020-02-16,31,False
2020-02-23,22,False
2020-03-01,54,False
2020-03-08,21,False
2020-03-15,10,False
2020-03-22,19,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,11,False
2020-04-19,10,False
2020-04-26,17,True
