date,abiti cerimonia,isPartial
2018-01-07,33,False
2018-01-14,25,False
2018-01-21,33,False
2018-01-28,32,False
2018-02-04,16,False
2018-02-11,80,False
2018-02-18,16,False
2018-02-25,31,False
2018-03-04,71,False
2018-03-11,47,False
2018-03-18,75,False
2018-03-25,57,False
2018-04-01,66,False
2018-04-08,55,False
2018-04-15,67,False
2018-04-22,100,False
2018-04-29,78,False
2018-05-06,79,False
2018-05-13,56,False
2018-05-20,64,False
2018-05-27,39,False
2018-06-03,55,False
2018-06-10,38,False
2018-06-17,32,False
2018-06-24,31,False
2018-07-01,46,False
2018-07-08,59,False
2018-07-15,30,False
2018-07-22,45,False
2018-07-29,30,False
2018-08-05,37,False
2018-08-12,14,False
2018-08-19,45,False
2018-08-26,46,False
2018-09-02,32,False
2018-09-09,32,False
2018-09-16,31,False
2018-09-23,16,False
2018-09-30,16,False
2018-10-07,33,False
2018-10-14,34,False
2018-10-21,33,False
2018-10-28,31,False
2018-11-04,16,False
2018-11-11,25,False
2018-11-18,16,False
2018-11-25,17,False
2018-12-02,51,False
2018-12-09,17,False
2018-12-16,17,False
2018-12-23,19,False
2018-12-30,35,False
2019-01-06,25,False
2019-01-13,16,False
2019-01-20,61,False
2019-01-27,29,False
2019-02-03,53,False
2019-02-10,16,False
2019-02-17,80,False
2019-02-24,24,False
2019-03-03,61,False
2019-03-10,61,False
2019-03-17,94,False
2019-03-24,55,False
2019-03-31,54,False
2019-04-07,38,False
2019-04-14,39,False
2019-04-21,42,False
2019-04-28,52,False
2019-05-05,36,False
2019-05-12,52,False
2019-05-19,22,False
2019-05-26,28,False
2019-06-02,23,False
2019-06-09,36,False
2019-06-16,22,False
2019-06-23,30,False
2019-06-30,37,False
2019-07-07,42,False
2019-07-14,28,False
2019-07-21,28,False
2019-07-28,22,False
2019-08-04,21,False
2019-08-11,21,False
2019-08-18,39,False
2019-08-25,41,False
2019-09-01,34,False
2019-09-08,29,False
2019-09-15,42,False
2019-09-22,28,False
2019-09-29,14,False
2019-10-06,14,False
2019-10-13,14,False
2019-10-20,13,False
2019-10-27,21,False
2019-11-03,34,False
2019-11-10,42,False
2019-11-17,27,False
2019-11-24,14,False
2019-12-01,42,False
2019-12-08,15,False
2019-12-15,15,False
2019-12-22,17,False
2019-12-29,31,False
2020-01-05,44,False
2020-01-12,27,False
2020-01-19,43,False
2020-01-26,21,False
2020-02-02,27,False
2020-02-09,21,False
2020-02-16,56,False
2020-02-23,32,False
2020-03-01,45,False
2020-03-08,0,False
2020-03-15,12,False
2020-03-22,11,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,13,False
2020-04-19,12,False
2020-04-26,0,True
