date,abiti cerimonia,isPartial
2018-01-07,42,False
2018-01-14,59,False
2018-01-21,49,False
2018-01-28,37,False
2018-02-04,61,False
2018-02-11,56,False
2018-02-18,35,False
2018-02-25,56,False
2018-03-04,49,False
2018-03-11,71,False
2018-03-18,41,False
2018-03-25,51,False
2018-04-01,70,False
2018-04-08,69,False
2018-04-15,97,False
2018-04-22,81,False
2018-04-29,79,False
2018-05-06,49,False
2018-05-13,58,False
2018-05-20,76,False
2018-05-27,74,False
2018-06-03,36,False
2018-06-10,34,False
2018-06-17,55,False
2018-06-24,56,False
2018-07-01,37,False
2018-07-08,25,False
2018-07-15,56,False
2018-07-22,49,False
2018-07-29,43,False
2018-08-05,41,False
2018-08-12,32,False
2018-08-19,12,False
2018-08-26,29,False
2018-09-02,49,False
2018-09-09,26,False
2018-09-16,19,False
2018-09-23,25,False
2018-09-30,18,False
2018-10-07,13,False
2018-10-14,20,False
2018-10-21,13,False
2018-10-28,13,False
2018-11-04,26,False
2018-11-11,0,False
2018-11-18,32,False
2018-11-25,13,False
2018-12-02,14,False
2018-12-09,13,False
2018-12-16,14,False
2018-12-23,23,False
2018-12-30,0,False
2019-01-06,25,False
2019-01-13,39,False
2019-01-20,78,False
2019-01-27,31,False
2019-02-03,49,False
2019-02-10,25,False
2019-02-17,82,False
2019-02-24,64,False
2019-03-03,47,False
2019-03-10,53,False
2019-03-17,48,False
2019-03-24,67,False
2019-03-31,60,False
2019-04-07,100,False
2019-04-14,28,False
2019-04-21,48,False
2019-04-28,65,False
2019-05-05,65,False
2019-05-12,38,False
2019-05-19,52,False
2019-05-26,48,False
2019-06-02,34,False
2019-06-09,34,False
2019-06-16,33,False
2019-06-23,47,False
2019-06-30,46,False
2019-07-07,24,False
2019-07-14,38,False
2019-07-21,52,False
2019-07-28,12,False
2019-08-04,67,False
2019-08-11,23,False
2019-08-18,32,False
2019-08-25,10,False
2019-09-01,57,False
2019-09-08,18,False
2019-09-15,23,False
2019-09-22,35,False
2019-09-29,17,False
2019-10-06,47,False
2019-10-13,36,False
2019-10-20,11,False
2019-10-27,29,False
2019-11-03,27,False
2019-11-10,11,False
2019-11-17,34,False
2019-11-24,11,False
2019-12-01,34,False
2019-12-08,23,False
2019-12-15,18,False
2019-12-22,13,False
2019-12-29,24,False
2020-01-05,44,False
2020-01-12,36,False
2020-01-19,59,False
2020-01-26,21,False
2020-02-02,45,False
2020-02-09,96,False
2020-02-16,43,False
2020-02-23,45,False
2020-03-01,45,False
2020-03-08,9,False
2020-03-15,9,False
2020-03-22,9,False
2020-03-29,14,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,0,True
