date,abiti cerimonia,isPartial
2018-01-07,21,False
2018-01-14,62,False
2018-01-21,31,False
2018-01-28,51,False
2018-02-04,60,False
2018-02-11,31,False
2018-02-18,39,False
2018-02-25,56,False
2018-03-04,59,False
2018-03-11,89,False
2018-03-18,60,False
2018-03-25,21,False
2018-04-01,64,False
2018-04-08,40,False
2018-04-15,52,False
2018-04-22,43,False
2018-04-29,40,False
2018-05-06,79,False
2018-05-13,100,False
2018-05-20,71,False
2018-05-27,0,False
2018-06-03,62,False
2018-06-10,58,False
2018-06-17,31,False
2018-06-24,53,False
2018-07-01,73,False
2018-07-08,63,False
2018-07-15,32,False
2018-07-22,21,False
2018-07-29,21,False
2018-08-05,21,False
2018-08-12,43,False
2018-08-19,21,False
2018-08-26,30,False
2018-09-02,31,False
2018-09-09,20,False
2018-09-16,40,False
2018-09-23,20,False
2018-09-30,0,False
2018-10-07,21,False
2018-10-14,21,False
2018-10-21,0,False
2018-10-28,20,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,59,False
2018-11-25,20,False
2018-12-02,21,False
2018-12-09,20,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,50,False
2019-01-13,49,False
2019-01-20,37,False
2019-01-27,47,False
2019-02-03,29,False
2019-02-10,60,False
2019-02-17,50,False
2019-02-24,70,False
2019-03-03,41,False
2019-03-10,40,False
2019-03-17,61,False
2019-03-24,51,False
2019-03-31,40,False
2019-04-07,30,False
2019-04-14,31,False
2019-04-21,80,False
2019-04-28,29,False
2019-05-05,19,False
2019-05-12,28,False
2019-05-19,28,False
2019-05-26,36,False
2019-06-02,40,False
2019-06-09,51,False
2019-06-16,41,False
2019-06-23,42,False
2019-06-30,32,False
2019-07-07,20,False
2019-07-14,21,False
2019-07-21,54,False
2019-07-28,42,False
2019-08-04,32,False
2019-08-11,44,False
2019-08-18,38,False
2019-08-25,19,False
2019-09-01,37,False
2019-09-08,39,False
2019-09-15,55,False
2019-09-22,46,False
2019-09-29,37,False
2019-10-06,0,False
2019-10-13,28,False
2019-10-20,0,False
2019-10-27,35,False
2019-11-03,18,False
2019-11-10,36,False
2019-11-17,18,False
2019-11-24,18,False
2019-12-01,0,False
2019-12-08,28,False
2019-12-15,0,False
2019-12-22,42,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,25,False
2020-01-19,35,False
2020-01-26,17,False
2020-02-02,25,False
2020-02-09,35,False
2020-02-16,52,False
2020-02-23,16,False
2020-03-01,16,False
2020-03-08,0,False
2020-03-15,15,False
2020-03-22,27,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,31,False
2020-04-19,14,False
2020-04-26,0,True
