date,abiti cerimonia,isPartial
2018-01-07,32,False
2018-01-14,13,False
2018-01-21,32,False
2018-01-28,25,False
2018-02-04,42,False
2018-02-11,25,False
2018-02-18,35,False
2018-02-25,17,False
2018-03-04,30,False
2018-03-11,61,False
2018-03-18,0,False
2018-03-25,38,False
2018-04-01,32,False
2018-04-08,19,False
2018-04-15,38,False
2018-04-22,0,False
2018-04-29,31,False
2018-05-06,36,False
2018-05-13,25,False
2018-05-20,31,False
2018-05-27,40,False
2018-06-03,65,False
2018-06-10,24,False
2018-06-17,30,False
2018-06-24,37,False
2018-07-01,25,False
2018-07-08,25,False
2018-07-15,50,False
2018-07-22,41,False
2018-07-29,57,False
2018-08-05,17,False
2018-08-12,11,False
2018-08-19,16,False
2018-08-26,12,False
2018-09-02,12,False
2018-09-09,0,False
2018-09-16,12,False
2018-09-23,12,False
2018-09-30,24,False
2018-10-07,20,False
2018-10-14,13,False
2018-10-21,13,False
2018-10-28,13,False
2018-11-04,0,False
2018-11-11,13,False
2018-11-18,12,False
2018-11-25,12,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,11,False
2019-01-06,11,False
2019-01-13,29,False
2019-01-20,17,False
2019-01-27,23,False
2019-02-03,41,False
2019-02-10,12,False
2019-02-17,36,False
2019-02-24,24,False
2019-03-03,51,False
2019-03-10,12,False
2019-03-17,44,False
2019-03-24,48,False
2019-03-31,56,False
2019-04-07,43,False
2019-04-14,13,False
2019-04-21,100,False
2019-04-28,24,False
2019-05-05,12,False
2019-05-12,53,False
2019-05-19,30,False
2019-05-26,28,False
2019-06-02,12,False
2019-06-09,45,False
2019-06-16,13,False
2019-06-23,25,False
2019-06-30,39,False
2019-07-07,36,False
2019-07-14,37,False
2019-07-21,25,False
2019-07-28,18,False
2019-08-04,29,False
2019-08-11,21,False
2019-08-18,20,False
2019-08-25,25,False
2019-09-01,11,False
2019-09-08,12,False
2019-09-15,17,False
2019-09-22,0,False
2019-09-29,11,False
2019-10-06,12,False
2019-10-13,0,False
2019-10-20,11,False
2019-10-27,11,False
2019-11-03,11,False
2019-11-10,17,False
2019-11-17,34,False
2019-11-24,11,False
2019-12-01,23,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,16,False
2020-01-05,16,False
2020-01-12,0,False
2020-01-19,32,False
2020-01-26,16,False
2020-02-02,20,False
2020-02-09,21,False
2020-02-16,16,False
2020-02-23,10,False
2020-03-01,10,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,8,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,9,False
2020-04-19,0,False
2020-04-26,0,True
