date,Entrümpelung,isPartial
2018-01-07,66,False
2018-01-14,33,False
2018-01-21,44,False
2018-01-28,66,False
2018-02-04,37,False
2018-02-11,45,False
2018-02-18,45,False
2018-02-25,44,False
2018-03-04,33,False
2018-03-11,55,False
2018-03-18,23,False
2018-03-25,24,False
2018-04-01,49,False
2018-04-08,31,False
2018-04-15,74,False
2018-04-22,31,False
2018-04-29,48,False
2018-05-06,47,False
2018-05-13,46,False
2018-05-20,39,False
2018-05-27,83,False
2018-06-03,62,False
2018-06-10,46,False
2018-06-17,63,False
2018-06-24,73,False
2018-07-01,33,False
2018-07-08,57,False
2018-07-15,25,False
2018-07-22,25,False
2018-07-29,36,False
2018-08-05,47,False
2018-08-12,36,False
2018-08-19,46,False
2018-08-26,79,False
2018-09-02,37,False
2018-09-09,53,False
2018-09-16,38,False
2018-09-23,38,False
2018-09-30,57,False
2018-10-07,59,False
2018-10-14,56,False
2018-10-21,78,False
2018-10-28,33,False
2018-11-04,65,False
2018-11-11,37,False
2018-11-18,56,False
2018-11-25,47,False
2018-12-02,23,False
2018-12-09,35,False
2018-12-16,48,False
2018-12-23,41,False
2018-12-30,25,False
2019-01-06,31,False
2019-01-13,33,False
2019-01-20,58,False
2019-01-27,33,False
2019-02-03,59,False
2019-02-10,37,False
2019-02-17,78,False
2019-02-24,45,False
2019-03-03,55,False
2019-03-10,66,False
2019-03-17,61,False
2019-03-24,59,False
2019-03-31,74,False
2019-04-07,60,False
2019-04-14,40,False
2019-04-21,55,False
2019-04-28,68,False
2019-05-05,32,False
2019-05-12,45,False
2019-05-19,65,False
2019-05-26,46,False
2019-06-02,22,False
2019-06-09,82,False
2019-06-16,100,False
2019-06-23,69,False
2019-06-30,70,False
2019-07-07,46,False
2019-07-14,36,False
2019-07-21,0,False
2019-07-28,37,False
2019-08-04,46,False
2019-08-11,51,False
2019-08-18,96,False
2019-08-25,44,False
2019-09-01,43,False
2019-09-08,59,False
2019-09-15,45,False
2019-09-22,44,False
2019-09-29,54,False
2019-10-06,52,False
2019-10-13,52,False
2019-10-20,63,False
2019-10-27,55,False
2019-11-03,55,False
2019-11-10,41,False
2019-11-17,56,False
2019-11-24,61,False
2019-12-01,49,False
2019-12-08,21,False
2019-12-15,50,False
2019-12-22,38,False
2019-12-29,70,False
2020-01-05,42,False
2020-01-12,39,False
2020-01-19,47,False
2020-01-26,40,False
2020-02-02,66,False
2020-02-09,39,False
2020-02-16,60,False
2020-02-23,40,False
2020-03-01,52,False
2020-03-08,37,False
2020-03-15,43,False
2020-03-22,49,False
2020-03-29,37,False
2020-04-05,61,False
2020-04-12,51,False
2020-04-19,69,False
2020-04-26,81,False
2020-05-03,56,False
2020-05-10,37,False
