date,Holzhaus,isPartial
2018-01-07,74,False
2018-01-14,49,False
2018-01-21,33,False
2018-01-28,25,False
2018-02-04,34,False
2018-02-11,33,False
2018-02-18,38,False
2018-02-25,37,False
2018-03-04,68,False
2018-03-11,25,False
2018-03-18,43,False
2018-03-25,55,False
2018-04-01,84,False
2018-04-08,45,False
2018-04-15,55,False
2018-04-22,54,False
2018-04-29,56,False
2018-05-06,58,False
2018-05-13,27,False
2018-05-20,0,False
2018-05-27,53,False
2018-06-03,54,False
2018-06-10,65,False
2018-06-17,52,False
2018-06-24,26,False
2018-07-01,0,False
2018-07-08,27,False
2018-07-15,55,False
2018-07-22,41,False
2018-07-29,45,False
2018-08-05,38,False
2018-08-12,51,False
2018-08-19,43,False
2018-08-26,26,False
2018-09-02,43,False
2018-09-09,35,False
2018-09-16,51,False
2018-09-23,26,False
2018-09-30,74,False
2018-10-07,54,False
2018-10-14,76,False
2018-10-21,33,False
2018-10-28,36,False
2018-11-04,24,False
2018-11-11,0,False
2018-11-18,70,False
2018-11-25,49,False
2018-12-02,40,False
2018-12-09,0,False
2018-12-16,25,False
2018-12-23,66,False
2018-12-30,73,False
2019-01-06,45,False
2019-01-13,67,False
2019-01-20,37,False
2019-01-27,37,False
2019-02-03,23,False
2019-02-10,55,False
2019-02-17,0,False
2019-02-24,47,False
2019-03-03,57,False
2019-03-10,68,False
2019-03-17,32,False
2019-03-24,23,False
2019-03-31,40,False
2019-04-07,36,False
2019-04-14,35,False
2019-04-21,25,False
2019-04-28,23,False
2019-05-05,57,False
2019-05-12,24,False
2019-05-19,23,False
2019-05-26,48,False
2019-06-02,39,False
2019-06-09,47,False
2019-06-16,58,False
2019-06-23,24,False
2019-06-30,55,False
2019-07-07,83,False
2019-07-14,50,False
2019-07-21,44,False
2019-07-28,33,False
2019-08-04,25,False
2019-08-11,71,False
2019-08-18,55,False
2019-08-25,100,False
2019-09-01,35,False
2019-09-08,81,False
2019-09-15,56,False
2019-09-22,45,False
2019-09-29,22,False
2019-10-06,23,False
2019-10-13,53,False
2019-10-20,33,False
2019-10-27,35,False
2019-11-03,31,False
2019-11-10,43,False
2019-11-17,21,False
2019-11-24,41,False
2019-12-01,43,False
2019-12-08,84,False
2019-12-15,22,False
2019-12-22,35,False
2019-12-29,44,False
2020-01-05,40,False
2020-01-12,49,False
2020-01-19,54,False
2020-01-26,26,False
2020-02-02,39,False
2020-02-09,21,False
2020-02-16,20,False
2020-02-23,85,False
2020-03-01,39,False
2020-03-08,37,False
2020-03-15,30,False
2020-03-22,41,False
2020-03-29,34,False
2020-04-05,39,False
2020-04-12,56,False
2020-04-19,36,False
2020-04-26,61,False
2020-05-03,78,False
2020-05-10,42,False
