date,Holzhaus,isPartial
2018-01-07,47,False
2018-01-14,55,False
2018-01-21,56,False
2018-01-28,66,False
2018-02-04,74,False
2018-02-11,43,False
2018-02-18,38,False
2018-02-25,57,False
2018-03-04,57,False
2018-03-11,43,False
2018-03-18,57,False
2018-03-25,71,False
2018-04-01,73,False
2018-04-08,62,False
2018-04-15,78,False
2018-04-22,40,False
2018-04-29,73,False
2018-05-06,84,False
2018-05-13,40,False
2018-05-20,31,False
2018-05-27,44,False
2018-06-03,44,False
2018-06-10,42,False
2018-06-17,75,False
2018-06-24,43,False
2018-07-01,48,False
2018-07-08,42,False
2018-07-15,61,False
2018-07-22,50,False
2018-07-29,45,False
2018-08-05,45,False
2018-08-12,79,False
2018-08-19,38,False
2018-08-26,78,False
2018-09-02,89,False
2018-09-09,49,False
2018-09-16,58,False
2018-09-23,73,False
2018-09-30,29,False
2018-10-07,73,False
2018-10-14,29,False
2018-10-21,45,False
2018-10-28,29,False
2018-11-04,47,False
2018-11-11,70,False
2018-11-18,63,False
2018-11-25,0,False
2018-12-02,42,False
2018-12-09,28,False
2018-12-16,28,False
2018-12-23,69,False
2018-12-30,65,False
2019-01-06,52,False
2019-01-13,39,False
2019-01-20,95,False
2019-01-27,61,False
2019-02-03,55,False
2019-02-10,79,False
2019-02-17,67,False
2019-02-24,53,False
2019-03-03,86,False
2019-03-10,52,False
2019-03-17,54,False
2019-03-24,72,False
2019-03-31,47,False
2019-04-07,64,False
2019-04-14,45,False
2019-04-21,100,False
2019-04-28,89,False
2019-05-05,79,False
2019-05-12,72,False
2019-05-19,67,False
2019-05-26,27,False
2019-06-02,54,False
2019-06-09,80,False
2019-06-16,63,False
2019-06-23,37,False
2019-06-30,46,False
2019-07-07,36,False
2019-07-14,70,False
2019-07-21,58,False
2019-07-28,61,False
2019-08-04,54,False
2019-08-11,68,False
2019-08-18,39,False
2019-08-25,94,False
2019-09-01,51,False
2019-09-08,26,False
2019-09-15,44,False
2019-09-22,43,False
2019-09-29,92,False
2019-10-06,27,False
2019-10-13,78,False
2019-10-20,42,False
2019-10-27,97,False
2019-11-03,47,False
2019-11-10,48,False
2019-11-17,64,False
2019-11-24,23,False
2019-12-01,40,False
2019-12-08,0,False
2019-12-15,24,False
2019-12-22,38,False
2019-12-29,57,False
2020-01-05,23,False
2020-01-12,45,False
2020-01-19,31,False
2020-01-26,61,False
2020-02-02,48,False
2020-02-09,75,False
2020-02-16,37,False
2020-02-23,33,False
2020-03-01,67,False
2020-03-08,64,False
2020-03-15,40,False
2020-03-22,58,False
2020-03-29,44,False
2020-04-05,65,False
2020-04-12,61,False
2020-04-19,66,False
2020-04-26,71,False
2020-05-03,46,False
2020-05-10,47,False
