date,Holzhaus,isPartial
2018-01-07,26,False
2018-01-14,51,False
2018-01-21,0,False
2018-01-28,26,False
2018-02-04,39,False
2018-02-11,26,False
2018-02-18,53,False
2018-02-25,54,False
2018-03-04,64,False
2018-03-11,51,False
2018-03-18,26,False
2018-03-25,41,False
2018-04-01,70,False
2018-04-08,29,False
2018-04-15,0,False
2018-04-22,62,False
2018-04-29,89,False
2018-05-06,0,False
2018-05-13,26,False
2018-05-20,27,False
2018-05-27,28,False
2018-06-03,26,False
2018-06-10,26,False
2018-06-17,27,False
2018-06-24,26,False
2018-07-01,39,False
2018-07-08,27,False
2018-07-15,27,False
2018-07-22,27,False
2018-07-29,27,False
2018-08-05,27,False
2018-08-12,0,False
2018-08-19,79,False
2018-08-26,53,False
2018-09-02,40,False
2018-09-09,28,False
2018-09-16,26,False
2018-09-23,81,False
2018-09-30,58,False
2018-10-07,0,False
2018-10-14,66,False
2018-10-21,0,False
2018-10-28,44,False
2018-11-04,0,False
2018-11-11,65,False
2018-11-18,33,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,35,False
2018-12-23,36,False
2018-12-30,53,False
2019-01-06,61,False
2019-01-13,36,False
2019-01-20,36,False
2019-01-27,48,False
2019-02-03,36,False
2019-02-10,61,False
2019-02-17,26,False
2019-02-24,25,False
2019-03-03,0,False
2019-03-10,25,False
2019-03-17,100,False
2019-03-24,50,False
2019-03-31,25,False
2019-04-07,50,False
2019-04-14,41,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,24,False
2019-05-12,24,False
2019-05-19,24,False
2019-05-26,98,False
2019-06-02,25,False
2019-06-09,64,False
2019-06-16,25,False
2019-06-23,63,False
2019-06-30,0,False
2019-07-07,48,False
2019-07-14,78,False
2019-07-21,40,False
2019-07-28,51,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,38,False
2019-08-25,25,False
2019-09-01,24,False
2019-09-08,0,False
2019-09-15,0,False
2019-09-22,26,False
2019-09-29,49,False
2019-10-06,0,False
2019-10-13,27,False
2019-10-20,27,False
2019-10-27,27,False
2019-11-03,39,False
2019-11-10,78,False
2019-11-17,52,False
2019-11-24,53,False
2019-12-01,27,False
2019-12-08,0,False
2019-12-15,55,False
2019-12-22,61,False
2019-12-29,47,False
2020-01-05,0,False
2020-01-12,91,False
2020-01-19,49,False
2020-01-26,36,False
2020-02-02,22,False
2020-02-09,22,False
2020-02-16,25,False
2020-02-23,24,False
2020-03-01,48,False
2020-03-08,24,False
2020-03-15,23,False
2020-03-22,19,False
2020-03-29,29,False
2020-04-05,43,False
2020-04-12,20,False
2020-04-19,30,False
2020-04-26,41,False
2020-05-03,52,False
2020-05-10,64,False
2020-05-17,23,False
2020-05-24,43,False
2020-05-31,42,False
2020-06-07,91,False
2020-06-14,21,False
2020-06-21,23,False
2020-06-28,35,False
2020-07-05,0,False
