date,Holzhaus,isPartial
2018-01-07,27,False
2018-01-14,40,False
2018-01-21,45,False
2018-01-28,27,False
2018-02-04,28,False
2018-02-11,27,False
2018-02-18,45,False
2018-02-25,27,False
2018-03-04,27,False
2018-03-11,36,False
2018-03-18,0,False
2018-03-25,48,False
2018-04-01,29,False
2018-04-08,86,False
2018-04-15,30,False
2018-04-22,56,False
2018-04-29,0,False
2018-05-06,40,False
2018-05-13,30,False
2018-05-20,44,False
2018-05-27,28,False
2018-06-03,43,False
2018-06-10,41,False
2018-06-17,55,False
2018-06-24,28,False
2018-07-01,43,False
2018-07-08,57,False
2018-07-15,29,False
2018-07-22,58,False
2018-07-29,42,False
2018-08-05,27,False
2018-08-12,41,False
2018-08-19,42,False
2018-08-26,56,False
2018-09-02,70,False
2018-09-09,56,False
2018-09-16,37,False
2018-09-23,28,False
2018-09-30,89,False
2018-10-07,57,False
2018-10-14,28,False
2018-10-21,26,False
2018-10-28,26,False
2018-11-04,35,False
2018-11-11,0,False
2018-11-18,100,False
2018-11-25,53,False
2018-12-02,35,False
2018-12-09,0,False
2018-12-16,40,False
2018-12-23,28,False
2018-12-30,66,False
2019-01-06,49,False
2019-01-13,73,False
2019-01-20,0,False
2019-01-27,49,False
2019-02-03,25,False
2019-02-10,39,False
2019-02-17,0,False
2019-02-24,25,False
2019-03-03,62,False
2019-03-10,37,False
2019-03-17,66,False
2019-03-24,26,False
2019-03-31,66,False
2019-04-07,26,False
2019-04-14,41,False
2019-04-21,27,False
2019-04-28,76,False
2019-05-05,49,False
2019-05-12,26,False
2019-05-19,0,False
2019-05-26,52,False
2019-06-02,64,False
2019-06-09,26,False
2019-06-16,64,False
2019-06-23,39,False
2019-06-30,34,False
2019-07-07,43,False
2019-07-14,54,False
2019-07-21,28,False
2019-07-28,93,False
2019-08-04,54,False
2019-08-11,63,False
2019-08-18,69,False
2019-08-25,50,False
2019-09-01,42,False
2019-09-08,76,False
2019-09-15,33,False
2019-09-22,57,False
2019-09-29,61,False
2019-10-06,25,False
2019-10-13,23,False
2019-10-20,24,False
2019-10-27,35,False
2019-11-03,23,False
2019-11-10,46,False
2019-11-17,68,False
2019-11-24,45,False
2019-12-01,23,False
2019-12-08,23,False
2019-12-15,35,False
2019-12-22,36,False
2019-12-29,32,False
2020-01-05,22,False
2020-01-12,32,False
2020-01-19,21,False
2020-01-26,32,False
2020-02-02,21,False
2020-02-09,78,False
2020-02-16,22,False
2020-02-23,21,False
2020-03-01,36,False
2020-03-08,40,False
2020-03-15,20,False
2020-03-22,37,False
2020-03-29,65,False
2020-04-05,22,False
2020-04-12,40,False
2020-04-19,46,False
2020-04-26,57,False
2020-05-03,30,False
2020-05-10,33,False
