date,Holzhaus,isPartial
2018-01-07,30,False
2018-01-14,29,False
2018-01-21,59,False
2018-01-28,59,False
2018-02-04,58,False
2018-02-11,0,False
2018-02-18,28,False
2018-02-25,41,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,36,False
2018-04-15,38,False
2018-04-22,37,False
2018-04-29,39,False
2018-05-06,58,False
2018-05-13,36,False
2018-05-20,74,False
2018-05-27,0,False
2018-06-03,36,False
2018-06-10,34,False
2018-06-17,0,False
2018-06-24,67,False
2018-07-01,66,False
2018-07-08,68,False
2018-07-15,34,False
2018-07-22,0,False
2018-07-29,33,False
2018-08-05,62,False
2018-08-12,0,False
2018-08-19,100,False
2018-08-26,34,False
2018-09-02,35,False
2018-09-09,36,False
2018-09-16,35,False
2018-09-23,0,False
2018-09-30,34,False
2018-10-07,73,False
2018-10-14,75,False
2018-10-21,37,False
2018-10-28,0,False
2018-11-04,72,False
2018-11-11,0,False
2018-11-18,71,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,51,False
2018-12-16,34,False
2018-12-23,32,False
2018-12-30,41,False
2019-01-06,28,False
2019-01-13,0,False
2019-01-20,28,False
2019-01-27,0,False
2019-02-03,28,False
2019-02-10,43,False
2019-02-17,54,False
2019-02-24,55,False
2019-03-03,39,False
2019-03-10,0,False
2019-03-17,30,False
2019-03-24,32,False
2019-03-31,33,False
2019-04-07,32,False
2019-04-14,52,False
2019-04-21,35,False
2019-04-28,70,False
2019-05-05,34,False
2019-05-12,51,False
2019-05-19,34,False
2019-05-26,33,False
2019-06-02,0,False
2019-06-09,49,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,60,False
2019-07-14,32,False
2019-07-21,31,False
2019-07-28,29,False
2019-08-04,30,False
2019-08-11,29,False
2019-08-18,29,False
2019-08-25,47,False
2019-09-01,30,False
2019-09-08,29,False
2019-09-15,63,False
2019-09-22,47,False
2019-09-29,28,False
2019-10-06,82,False
2019-10-13,0,False
2019-10-20,29,False
2019-10-27,58,False
2019-11-03,28,False
2019-11-10,28,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,56,False
2019-12-08,54,False
2019-12-15,27,False
2019-12-22,25,False
2019-12-29,22,False
2020-01-05,23,False
2020-01-12,23,False
2020-01-19,46,False
2020-01-26,22,False
2020-02-02,41,False
2020-02-09,22,False
2020-02-16,42,False
2020-02-23,20,False
2020-03-01,0,False
2020-03-08,21,False
2020-03-15,0,False
2020-03-22,23,False
2020-03-29,0,False
2020-04-05,27,False
2020-04-12,51,False
2020-04-19,50,False
2020-04-26,75,False
2020-05-03,26,False
2020-05-10,52,False
2020-05-17,28,False
2020-05-24,54,False
2020-05-31,40,False
2020-06-07,51,False
2020-06-14,24,False
2020-06-21,26,False
2020-06-28,37,False
2020-07-05,25,False
