date,Holzhaus,isPartial
2018-01-07,19,False
2018-01-14,19,False
2018-01-21,18,False
2018-01-28,18,False
2018-02-04,17,False
2018-02-11,16,False
2018-02-18,20,False
2018-02-25,19,False
2018-03-04,19,False
2018-03-11,18,False
2018-03-18,17,False
2018-03-25,17,False
2018-04-01,19,False
2018-04-08,18,False
2018-04-15,20,False
2018-04-22,23,False
2018-04-29,20,False
2018-05-06,17,False
2018-05-13,16,False
2018-05-20,16,False
2018-05-27,15,False
2018-06-03,16,False
2018-06-10,16,False
2018-06-17,18,False
2018-06-24,17,False
2018-07-01,19,False
2018-07-08,17,False
2018-07-15,18,False
2018-07-22,20,False
2018-07-29,17,False
2018-08-05,16,False
2018-08-12,21,False
2018-08-19,18,False
2018-08-26,17,False
2018-09-02,18,False
2018-09-09,18,False
2018-09-16,22,False
2018-09-23,16,False
2018-09-30,18,False
2018-10-07,17,False
2018-10-14,18,False
2018-10-21,16,False
2018-10-28,16,False
2018-11-04,17,False
2018-11-11,16,False
2018-11-18,15,False
2018-11-25,15,False
2018-12-02,15,False
2018-12-09,13,False
2018-12-16,13,False
2018-12-23,21,False
2018-12-30,19,False
2019-01-06,18,False
2019-01-13,19,False
2019-01-20,19,False
2019-01-27,19,False
2019-02-03,19,False
2019-02-10,18,False
2019-02-17,20,False
2019-02-24,21,False
2019-03-03,19,False
2019-03-10,19,False
2019-03-17,18,False
2019-03-24,22,False
2019-03-31,19,False
2019-04-07,19,False
2019-04-14,20,False
2019-04-21,22,False
2019-04-28,19,False
2019-05-05,20,False
2019-05-12,20,False
2019-05-19,20,False
2019-05-26,17,False
2019-06-02,14,False
2019-06-09,19,False
2019-06-16,18,False
2019-06-23,16,False
2019-06-30,15,False
2019-07-07,18,False
2019-07-14,20,False
2019-07-21,17,False
2019-07-28,17,False
2019-08-04,18,False
2019-08-11,20,False
2019-08-18,19,False
2019-08-25,100,False
2019-09-01,21,False
2019-09-08,19,False
2019-09-15,18,False
2019-09-22,19,False
2019-09-29,20,False
2019-10-06,18,False
2019-10-13,16,False
2019-10-20,19,False
2019-10-27,19,False
2019-11-03,19,False
2019-11-10,17,False
2019-11-17,17,False
2019-11-24,14,False
2019-12-01,15,False
2019-12-08,14,False
2019-12-15,13,False
2019-12-22,16,False
2019-12-29,20,False
2020-01-05,18,False
2020-01-12,19,False
2020-01-19,20,False
2020-01-26,22,False
2020-02-02,17,False
2020-02-09,19,False
2020-02-16,18,False
2020-02-23,17,False
2020-03-01,17,False
2020-03-08,15,False
2020-03-15,12,False
2020-03-22,14,False
2020-03-29,16,False
2020-04-05,19,False
2020-04-12,23,False
2020-04-19,22,False
2020-04-26,24,False
2020-05-03,24,False
2020-05-10,26,False
