date,Holzhaus,isPartial
2018-01-07,26,False
2018-01-14,37,False
2018-01-21,25,False
2018-01-28,49,False
2018-02-04,25,False
2018-02-11,49,False
2018-02-18,48,False
2018-02-25,24,False
2018-03-04,0,False
2018-03-11,38,False
2018-03-18,37,False
2018-03-25,52,False
2018-04-01,53,False
2018-04-08,25,False
2018-04-15,52,False
2018-04-22,25,False
2018-04-29,62,False
2018-05-06,42,False
2018-05-13,26,False
2018-05-20,28,False
2018-05-27,25,False
2018-06-03,38,False
2018-06-10,24,False
2018-06-17,25,False
2018-06-24,26,False
2018-07-01,38,False
2018-07-08,39,False
2018-07-15,56,False
2018-07-22,0,False
2018-07-29,28,False
2018-08-05,35,False
2018-08-12,25,False
2018-08-19,26,False
2018-08-26,26,False
2018-09-02,52,False
2018-09-09,26,False
2018-09-16,43,False
2018-09-23,44,False
2018-09-30,56,False
2018-10-07,27,False
2018-10-14,25,False
2018-10-21,24,False
2018-10-28,25,False
2018-11-04,24,False
2018-11-11,49,False
2018-11-18,24,False
2018-11-25,41,False
2018-12-02,24,False
2018-12-09,25,False
2018-12-16,0,False
2018-12-23,54,False
2018-12-30,58,False
2019-01-06,35,False
2019-01-13,0,False
2019-01-20,23,False
2019-01-27,47,False
2019-02-03,48,False
2019-02-10,36,False
2019-02-17,24,False
2019-02-24,74,False
2019-03-03,49,False
2019-03-10,50,False
2019-03-17,25,False
2019-03-24,25,False
2019-03-31,41,False
2019-04-07,37,False
2019-04-14,27,False
2019-04-21,79,False
2019-04-28,25,False
2019-05-05,24,False
2019-05-12,26,False
2019-05-19,33,False
2019-05-26,39,False
2019-06-02,26,False
2019-06-09,27,False
2019-06-16,27,False
2019-06-23,27,False
2019-06-30,27,False
2019-07-07,28,False
2019-07-14,29,False
2019-07-21,48,False
2019-07-28,60,False
2019-08-04,37,False
2019-08-11,35,False
2019-08-18,41,False
2019-08-25,100,False
2019-09-01,39,False
2019-09-08,36,False
2019-09-15,27,False
2019-09-22,37,False
2019-09-29,25,False
2019-10-06,66,False
2019-10-13,25,False
2019-10-20,30,False
2019-10-27,0,False
2019-11-03,36,False
2019-11-10,51,False
2019-11-17,23,False
2019-11-24,36,False
2019-12-01,26,False
2019-12-08,52,False
2019-12-15,26,False
2019-12-22,0,False
2019-12-29,30,False
2020-01-05,35,False
2020-01-12,35,False
2020-01-19,76,False
2020-01-26,57,False
2020-02-02,23,False
2020-02-09,22,False
2020-02-16,41,False
2020-02-23,20,False
2020-03-01,21,False
2020-03-08,31,False
2020-03-15,20,False
2020-03-22,28,False
2020-03-29,37,False
2020-04-05,60,False
2020-04-12,39,False
2020-04-19,28,False
2020-04-26,56,False
2020-05-03,24,False
2020-05-10,44,False
