date,Holzhaus,isPartial
2018-01-07,44,False
2018-01-14,22,False
2018-01-21,22,False
2018-01-28,0,False
2018-02-04,22,False
2018-02-11,22,False
2018-02-18,67,False
2018-02-25,33,False
2018-03-04,0,False
2018-03-11,22,False
2018-03-18,33,False
2018-03-25,23,False
2018-04-01,47,False
2018-04-08,69,False
2018-04-15,46,False
2018-04-22,23,False
2018-04-29,46,False
2018-05-06,0,False
2018-05-13,22,False
2018-05-20,57,False
2018-05-27,0,False
2018-06-03,22,False
2018-06-10,21,False
2018-06-17,0,False
2018-06-24,22,False
2018-07-01,43,False
2018-07-08,43,False
2018-07-15,45,False
2018-07-22,45,False
2018-07-29,24,False
2018-08-05,45,False
2018-08-12,24,False
2018-08-19,34,False
2018-08-26,77,False
2018-09-02,44,False
2018-09-09,34,False
2018-09-16,88,False
2018-09-23,33,False
2018-09-30,33,False
2018-10-07,22,False
2018-10-14,100,False
2018-10-21,45,False
2018-10-28,34,False
2018-11-04,21,False
2018-11-11,65,False
2018-11-18,41,False
2018-11-25,21,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,67,False
2018-12-23,25,False
2018-12-30,22,False
2019-01-06,20,False
2019-01-13,30,False
2019-01-20,30,False
2019-01-27,20,False
2019-02-03,30,False
2019-02-10,41,False
2019-02-17,21,False
2019-02-24,20,False
2019-03-03,51,False
2019-03-10,20,False
2019-03-17,42,False
2019-03-24,52,False
2019-03-31,22,False
2019-04-07,41,False
2019-04-14,22,False
2019-04-21,87,False
2019-04-28,51,False
2019-05-05,20,False
2019-05-12,0,False
2019-05-19,20,False
2019-05-26,0,False
2019-06-02,63,False
2019-06-09,32,False
2019-06-16,22,False
2019-06-23,0,False
2019-06-30,32,False
2019-07-07,31,False
2019-07-14,66,False
2019-07-21,70,False
2019-07-28,44,False
2019-08-04,70,False
2019-08-11,44,False
2019-08-18,84,False
2019-08-25,63,False
2019-09-01,41,False
2019-09-08,63,False
2019-09-15,44,False
2019-09-22,52,False
2019-09-29,72,False
2019-10-06,52,False
2019-10-13,31,False
2019-10-20,85,False
2019-10-27,41,False
2019-11-03,0,False
2019-11-10,80,False
2019-11-17,30,False
2019-11-24,50,False
2019-12-01,41,False
2019-12-08,31,False
2019-12-15,53,False
2019-12-22,70,False
2019-12-29,65,False
2020-01-05,19,False
2020-01-12,65,False
2020-01-19,57,False
2020-01-26,28,False
2020-02-02,46,False
2020-02-09,94,False
2020-02-16,50,False
2020-02-23,55,False
2020-03-01,65,False
2020-03-08,53,False
2020-03-15,17,False
2020-03-22,31,False
2020-03-29,15,False
2020-04-05,18,False
2020-04-12,34,False
2020-04-19,25,False
2020-04-26,17,False
2020-05-03,34,False
2020-05-10,34,False
2020-05-17,56,False
2020-05-24,51,False
2020-05-31,44,False
2020-06-07,73,False
2020-06-14,86,False
2020-06-21,27,False
2020-06-28,55,False
2020-07-05,28,False
