date,Holzhaus,isPartial
2018-01-07,19,False
2018-01-14,22,False
2018-01-21,14,False
2018-01-28,21,False
2018-02-04,22,False
2018-02-11,13,False
2018-02-18,20,False
2018-02-25,21,False
2018-03-04,22,False
2018-03-11,21,False
2018-03-18,24,False
2018-03-25,17,False
2018-04-01,18,False
2018-04-08,15,False
2018-04-15,17,False
2018-04-22,23,False
2018-04-29,31,False
2018-05-06,20,False
2018-05-13,15,False
2018-05-20,21,False
2018-05-27,17,False
2018-06-03,16,False
2018-06-10,19,False
2018-06-17,18,False
2018-06-24,17,False
2018-07-01,16,False
2018-07-08,24,False
2018-07-15,21,False
2018-07-22,15,False
2018-07-29,22,False
2018-08-05,18,False
2018-08-12,18,False
2018-08-19,17,False
2018-08-26,13,False
2018-09-02,20,False
2018-09-09,17,False
2018-09-16,24,False
2018-09-23,23,False
2018-09-30,16,False
2018-10-07,15,False
2018-10-14,19,False
2018-10-21,16,False
2018-10-28,17,False
2018-11-04,21,False
2018-11-11,14,False
2018-11-18,18,False
2018-11-25,16,False
2018-12-02,19,False
2018-12-09,17,False
2018-12-16,15,False
2018-12-23,22,False
2018-12-30,20,False
2019-01-06,16,False
2019-01-13,20,False
2019-01-20,26,False
2019-01-27,25,False
2019-02-03,22,False
2019-02-10,16,False
2019-02-17,18,False
2019-02-24,21,False
2019-03-03,18,False
2019-03-10,23,False
2019-03-17,21,False
2019-03-24,21,False
2019-03-31,17,False
2019-04-07,17,False
2019-04-14,21,False
2019-04-21,23,False
2019-04-28,24,False
2019-05-05,14,False
2019-05-12,20,False
2019-05-19,14,False
2019-05-26,18,False
2019-06-02,14,False
2019-06-09,27,False
2019-06-16,15,False
2019-06-23,18,False
2019-06-30,24,False
2019-07-07,18,False
2019-07-14,20,False
2019-07-21,15,False
2019-07-28,20,False
2019-08-04,20,False
2019-08-11,24,False
2019-08-18,21,False
2019-08-25,100,False
2019-09-01,22,False
2019-09-08,19,False
2019-09-15,25,False
2019-09-22,19,False
2019-09-29,24,False
2019-10-06,18,False
2019-10-13,17,False
2019-10-20,16,False
2019-10-27,22,False
2019-11-03,19,False
2019-11-10,17,False
2019-11-17,15,False
2019-11-24,13,False
2019-12-01,12,False
2019-12-08,19,False
2019-12-15,10,False
2019-12-22,19,False
2019-12-29,20,False
2020-01-05,18,False
2020-01-12,25,False
2020-01-19,20,False
2020-01-26,22,False
2020-02-02,23,False
2020-02-09,16,False
2020-02-16,18,False
2020-02-23,16,False
2020-03-01,13,False
2020-03-08,12,False
2020-03-15,11,False
2020-03-22,13,False
2020-03-29,20,False
2020-04-05,24,False
2020-04-12,28,False
2020-04-19,27,False
2020-04-26,21,False
2020-05-03,27,False
2020-05-10,25,False
