date,Müllentsorgung,isPartial
2018-01-07,32,False
2018-01-14,24,False
2018-01-21,24,False
2018-01-28,35,False
2018-02-04,25,False
2018-02-11,24,False
2018-02-18,24,False
2018-02-25,36,False
2018-03-04,23,False
2018-03-11,47,False
2018-03-18,32,False
2018-03-25,51,False
2018-04-01,36,False
2018-04-08,50,False
2018-04-15,75,False
2018-04-22,33,False
2018-04-29,100,False
2018-05-06,53,False
2018-05-13,74,False
2018-05-20,53,False
2018-05-27,73,False
2018-06-03,41,False
2018-06-10,23,False
2018-06-17,56,False
2018-06-24,50,False
2018-07-01,25,False
2018-07-08,26,False
2018-07-15,27,False
2018-07-22,29,False
2018-07-29,43,False
2018-08-05,55,False
2018-08-12,28,False
2018-08-19,26,False
2018-08-26,51,False
2018-09-02,33,False
2018-09-09,25,False
2018-09-16,33,False
2018-09-23,25,False
2018-09-30,25,False
2018-10-07,62,False
2018-10-14,25,False
2018-10-21,34,False
2018-10-28,50,False
2018-11-04,47,False
2018-11-11,49,False
2018-11-18,60,False
2018-11-25,48,False
2018-12-02,24,False
2018-12-09,25,False
2018-12-16,39,False
2018-12-23,76,False
2018-12-30,37,False
2019-01-06,34,False
2019-01-13,41,False
2019-01-20,21,False
2019-01-27,56,False
2019-02-03,73,False
2019-02-10,35,False
2019-02-17,24,False
2019-02-24,35,False
2019-03-03,29,False
2019-03-10,24,False
2019-03-17,36,False
2019-03-24,48,False
2019-03-31,48,False
2019-04-07,57,False
2019-04-14,54,False
2019-04-21,0,False
2019-04-28,69,False
2019-05-05,24,False
2019-05-12,60,False
2019-05-19,24,False
2019-05-26,37,False
2019-06-02,52,False
2019-06-09,41,False
2019-06-16,36,False
2019-06-23,0,False
2019-06-30,49,False
2019-07-07,49,False
2019-07-14,50,False
2019-07-21,26,False
2019-07-28,74,False
2019-08-04,37,False
2019-08-11,24,False
2019-08-18,24,False
2019-08-25,44,False
2019-09-01,67,False
2019-09-08,24,False
2019-09-15,70,False
2019-09-22,0,False
2019-09-29,42,False
2019-10-06,24,False
2019-10-13,47,False
2019-10-20,46,False
2019-10-27,60,False
2019-11-03,39,False
2019-11-10,45,False
2019-11-17,45,False
2019-11-24,51,False
2019-12-01,41,False
2019-12-08,56,False
2019-12-15,24,False
2019-12-22,60,False
2019-12-29,48,False
2020-01-05,62,False
2020-01-12,22,False
2020-01-19,22,False
2020-01-26,44,False
2020-02-02,22,False
2020-02-09,45,False
2020-02-16,44,False
2020-02-23,42,False
2020-03-01,41,False
2020-03-08,25,False
2020-03-15,20,False
2020-03-22,35,False
2020-03-29,41,False
2020-04-05,73,False
2020-04-12,38,False
2020-04-19,21,False
2020-04-26,48,False
2020-05-03,47,False
2020-05-10,34,False
