date,Müllentsorgung,isPartial
2018-01-07,0,False
2018-01-14,45,False
2018-01-21,0,False
2018-01-28,44,False
2018-02-04,0,False
2018-02-11,45,False
2018-02-18,45,False
2018-02-25,45,False
2018-03-04,0,False
2018-03-11,45,False
2018-03-18,47,False
2018-03-25,49,False
2018-04-01,47,False
2018-04-08,44,False
2018-04-15,45,False
2018-04-22,44,False
2018-04-29,47,False
2018-05-06,0,False
2018-05-13,68,False
2018-05-20,49,False
2018-05-27,67,False
2018-06-03,92,False
2018-06-10,0,False
2018-06-17,45,False
2018-06-24,47,False
2018-07-01,0,False
2018-07-08,49,False
2018-07-15,52,False
2018-07-22,51,False
2018-07-29,0,False
2018-08-05,45,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,47,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,0,False
2018-10-07,48,False
2018-10-14,0,False
2018-10-21,44,False
2018-10-28,0,False
2018-11-04,43,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,45,False
2018-12-09,45,False
2018-12-16,70,False
2018-12-23,0,False
2018-12-30,76,False
2019-01-06,0,False
2019-01-13,43,False
2019-01-20,0,False
2019-01-27,44,False
2019-02-03,44,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,46,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,88,False
2019-03-24,0,False
2019-03-31,0,False
2019-04-07,48,False
2019-04-14,51,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,46,False
2019-05-19,44,False
2019-05-26,68,False
2019-06-02,0,False
2019-06-09,46,False
2019-06-16,44,False
2019-06-23,46,False
2019-06-30,43,False
2019-07-07,94,False
2019-07-14,49,False
2019-07-21,78,False
2019-07-28,100,False
2019-08-04,48,False
2019-08-11,0,False
2019-08-18,45,False
2019-08-25,45,False
2019-09-01,0,False
2019-09-08,43,False
2019-09-15,45,False
2019-09-22,65,False
2019-09-29,44,False
2019-10-06,44,False
2019-10-13,43,False
2019-10-20,42,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,40,False
2019-11-24,40,False
2019-12-01,41,False
2019-12-08,0,False
2019-12-15,84,False
2019-12-22,52,False
2019-12-29,48,False
2020-01-05,40,False
2020-01-12,38,False
2020-01-19,80,False
2020-01-26,40,False
2020-02-02,40,False
2020-02-09,0,False
2020-02-16,0,False
2020-02-23,40,False
2020-03-01,40,False
2020-03-08,38,False
2020-03-15,36,False
2020-03-22,74,False
2020-03-29,0,False
2020-04-05,41,False
2020-04-12,39,False
2020-04-19,38,False
2020-04-26,37,False
2020-05-03,47,False
2020-05-10,35,False
