date,fotos originales,isPartial
2018-01-07,55,False
2018-01-14,42,False
2018-01-21,42,False
2018-01-28,27,False
2018-02-04,41,False
2018-02-11,28,False
2018-02-18,28,False
2018-02-25,96,False
2018-03-04,27,False
2018-03-11,66,False
2018-03-18,14,False
2018-03-25,54,False
2018-04-01,97,False
2018-04-08,39,False
2018-04-15,67,False
2018-04-22,27,False
2018-04-29,31,False
2018-05-06,41,False
2018-05-13,43,False
2018-05-20,0,False
2018-05-27,40,False
2018-06-03,40,False
2018-06-10,67,False
2018-06-17,43,False
2018-06-24,15,False
2018-07-01,31,False
2018-07-08,15,False
2018-07-15,33,False
2018-07-22,51,False
2018-07-29,18,False
2018-08-05,19,False
2018-08-12,82,False
2018-08-19,38,False
2018-08-26,16,False
2018-09-02,43,False
2018-09-09,28,False
2018-09-16,41,False
2018-09-23,53,False
2018-09-30,40,False
2018-10-07,28,False
2018-10-14,27,False
2018-10-21,40,False
2018-10-28,42,False
2018-11-04,48,False
2018-11-11,13,False
2018-11-18,25,False
2018-11-25,24,False
2018-12-02,39,False
2018-12-09,68,False
2018-12-16,55,False
2018-12-23,100,False
2018-12-30,58,False
2019-01-06,55,False
2019-01-13,13,False
2019-01-20,49,False
2019-01-27,34,False
2019-02-03,26,False
2019-02-10,13,False
2019-02-17,53,False
2019-02-24,23,False
2019-03-03,40,False
2019-03-10,40,False
2019-03-17,41,False
2019-03-24,27,False
2019-03-31,26,False
2019-04-07,12,False
2019-04-14,33,False
2019-04-21,66,False
2019-04-28,56,False
2019-05-05,59,False
2019-05-12,0,False
2019-05-19,52,False
2019-05-26,38,False
2019-06-02,25,False
2019-06-09,12,False
2019-06-16,13,False
2019-06-23,28,False
2019-06-30,43,False
2019-07-07,40,False
2019-07-14,61,False
2019-07-21,45,False
2019-07-28,51,False
2019-08-04,55,False
2019-08-11,59,False
2019-08-18,18,False
2019-08-25,16,False
2019-09-01,25,False
2019-09-08,25,False
2019-09-15,36,False
2019-09-22,25,False
2019-09-29,12,False
2019-10-06,49,False
2019-10-13,35,False
2019-10-20,12,False
2019-10-27,0,False
2019-11-03,35,False
2019-11-10,12,False
2019-11-17,47,False
2019-11-24,56,False
2019-12-01,49,False
2019-12-08,38,False
2019-12-15,0,False
2019-12-22,87,False
2019-12-29,72,False
2020-01-05,12,False
2020-01-12,22,False
2020-01-19,11,False
2020-01-26,23,False
2020-02-02,68,False
2020-02-09,56,False
2020-02-16,0,False
2020-02-23,23,False
2020-03-01,55,False
2020-03-08,22,False
2020-03-15,11,False
2020-03-22,11,False
2020-03-29,11,False
2020-04-05,11,False
2020-04-12,45,True
