date,fotos originales,isPartial
2018-01-07,56,False
2018-01-14,34,False
2018-01-21,33,False
2018-01-28,68,False
2018-02-04,44,False
2018-02-11,100,False
2018-02-18,33,False
2018-02-25,43,False
2018-03-04,66,False
2018-03-11,66,False
2018-03-18,45,False
2018-03-25,68,False
2018-04-01,35,False
2018-04-08,43,False
2018-04-15,43,False
2018-04-22,42,False
2018-04-29,76,False
2018-05-06,43,False
2018-05-13,67,False
2018-05-20,66,False
2018-05-27,21,False
2018-06-03,32,False
2018-06-10,63,False
2018-06-17,23,False
2018-06-24,22,False
2018-07-01,33,False
2018-07-08,43,False
2018-07-15,22,False
2018-07-22,0,False
2018-07-29,22,False
2018-08-05,21,False
2018-08-12,32,False
2018-08-19,45,False
2018-08-26,66,False
2018-09-02,31,False
2018-09-09,42,False
2018-09-16,63,False
2018-09-23,21,False
2018-09-30,44,False
2018-10-07,57,False
2018-10-14,41,False
2018-10-21,22,False
2018-10-28,56,False
2018-11-04,21,False
2018-11-11,42,False
2018-11-18,61,False
2018-11-25,23,False
2018-12-02,23,False
2018-12-09,23,False
2018-12-16,69,False
2018-12-23,39,False
2018-12-30,25,False
2019-01-06,44,False
2019-01-13,43,False
2019-01-20,51,False
2019-01-27,21,False
2019-02-03,22,False
2019-02-10,22,False
2019-02-17,55,False
2019-02-24,22,False
2019-03-03,54,False
2019-03-10,45,False
2019-03-17,46,False
2019-03-24,44,False
2019-03-31,62,False
2019-04-07,65,False
2019-04-14,40,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,21,False
2019-05-12,21,False
2019-05-19,41,False
2019-05-26,41,False
2019-06-02,20,False
2019-06-09,31,False
2019-06-16,43,False
2019-06-23,0,False
2019-06-30,53,False
2019-07-07,40,False
2019-07-14,41,False
2019-07-21,42,False
2019-07-28,42,False
2019-08-04,21,False
2019-08-11,32,False
2019-08-18,31,False
2019-08-25,40,False
2019-09-01,0,False
2019-09-08,28,False
2019-09-15,20,False
2019-09-22,40,False
2019-09-29,30,False
2019-10-06,20,False
2019-10-13,99,False
2019-10-20,48,False
2019-10-27,30,False
2019-11-03,49,False
2019-11-10,48,False
2019-11-17,19,False
2019-11-24,19,False
2019-12-01,67,False
2019-12-08,51,False
2019-12-15,69,False
2019-12-22,64,False
2019-12-29,21,False
2020-01-05,20,False
2020-01-12,37,False
2020-01-19,26,False
2020-01-26,19,False
2020-02-02,18,False
2020-02-09,74,False
2020-02-16,64,False
2020-02-23,36,False
2020-03-01,35,False
2020-03-08,44,False
2020-03-15,17,False
2020-03-22,16,False
2020-03-29,16,False
2020-04-05,41,False
2020-04-12,67,True
