date,fotos originales,isPartial
2018-01-07,30,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,32,False
2018-02-04,31,False
2018-02-11,32,False
2018-02-18,31,False
2018-02-25,29,False
2018-03-04,29,False
2018-03-11,29,False
2018-03-18,62,False
2018-03-25,100,False
2018-04-01,30,False
2018-04-08,58,False
2018-04-15,60,False
2018-04-22,0,False
2018-04-29,32,False
2018-05-06,31,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,32,False
2018-06-03,30,False
2018-06-10,0,False
2018-06-17,33,False
2018-06-24,33,False
2018-07-01,33,False
2018-07-08,32,False
2018-07-15,34,False
2018-07-22,35,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,95,False
2018-08-26,65,False
2018-09-02,0,False
2018-09-09,33,False
2018-09-16,32,False
2018-09-23,0,False
2018-09-30,31,False
2018-10-07,0,False
2018-10-14,30,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,29,False
2018-11-11,30,False
2018-11-18,0,False
2018-11-25,31,False
2018-12-02,0,False
2018-12-09,31,False
2018-12-16,31,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,31,False
2019-01-13,30,False
2019-01-20,28,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,31,False
2019-03-03,31,False
2019-03-10,94,False
2019-03-17,31,False
2019-03-24,61,False
2019-03-31,29,False
2019-04-07,0,False
2019-04-14,44,False
2019-04-21,0,False
2019-04-28,31,False
2019-05-05,0,False
2019-05-12,0,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,30,False
2019-06-09,61,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,49,False
2019-07-07,32,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,62,False
2019-08-25,30,False
2019-09-01,31,False
2019-09-08,32,False
2019-09-15,29,False
2019-09-22,0,False
2019-09-29,30,False
2019-10-06,0,False
2019-10-13,27,False
2019-10-20,0,False
2019-10-27,27,False
2019-11-03,27,False
2019-11-10,27,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,28,False
2019-12-15,26,False
2019-12-22,28,False
2019-12-29,29,False
2020-01-05,0,False
2020-01-12,25,False
2020-01-19,25,False
2020-01-26,51,False
2020-02-02,26,False
2020-02-09,27,False
2020-02-16,27,False
2020-02-23,0,False
2020-03-01,0,False
2020-03-08,25,False
2020-03-15,0,False
2020-03-22,43,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,0,True
