date,camicie,isPartial
2018-01-07,37,False
2018-01-14,55,False
2018-01-21,30,False
2018-01-28,18,False
2018-02-04,29,False
2018-02-11,12,False
2018-02-18,35,False
2018-02-25,22,False
2018-03-04,71,False
2018-03-11,42,False
2018-03-18,58,False
2018-03-25,56,False
2018-04-01,64,False
2018-04-08,67,False
2018-04-15,80,False
2018-04-22,52,False
2018-04-29,37,False
2018-05-06,74,False
2018-05-13,67,False
2018-05-20,49,False
2018-05-27,38,False
2018-06-03,25,False
2018-06-10,46,False
2018-06-17,35,False
2018-06-24,35,False
2018-07-01,36,False
2018-07-08,35,False
2018-07-15,53,False
2018-07-22,58,False
2018-07-29,29,False
2018-08-05,11,False
2018-08-12,56,False
2018-08-19,25,False
2018-08-26,53,False
2018-09-02,28,False
2018-09-09,53,False
2018-09-16,12,False
2018-09-23,83,False
2018-09-30,12,False
2018-10-07,44,False
2018-10-14,81,False
2018-10-21,49,False
2018-10-28,43,False
2018-11-04,48,False
2018-11-11,50,False
2018-11-18,36,False
2018-11-25,42,False
2018-12-02,19,False
2018-12-09,44,False
2018-12-16,38,False
2018-12-23,33,False
2018-12-30,18,False
2019-01-06,12,False
2019-01-13,41,False
2019-01-20,38,False
2019-01-27,5,False
2019-02-03,21,False
2019-02-10,55,False
2019-02-17,39,False
2019-02-24,22,False
2019-03-03,53,False
2019-03-10,17,False
2019-03-17,70,False
2019-03-24,34,False
2019-03-31,56,False
2019-04-07,55,False
2019-04-14,64,False
2019-04-21,65,False
2019-04-28,54,False
2019-05-05,100,False
2019-05-12,43,False
2019-05-19,27,False
2019-05-26,93,False
2019-06-02,51,False
2019-06-09,46,False
2019-06-16,63,False
2019-06-23,34,False
2019-06-30,17,False
2019-07-07,5,False
2019-07-14,59,False
2019-07-21,84,False
2019-07-28,38,False
2019-08-04,27,False
2019-08-11,33,False
2019-08-18,21,False
2019-08-25,21,False
2019-09-01,51,False
2019-09-08,36,False
2019-09-15,10,False
2019-09-22,51,False
2019-09-29,42,False
2019-10-06,43,False
2019-10-13,48,False
2019-10-20,32,False
2019-10-27,32,False
2019-11-03,30,False
2019-11-10,52,False
2019-11-17,37,False
2019-11-24,46,False
2019-12-01,26,False
2019-12-08,70,False
2019-12-15,53,False
2019-12-22,50,False
2019-12-29,48,False
2020-01-05,10,False
2020-01-12,29,False
2020-01-19,40,False
2020-01-26,20,False
2020-02-02,33,False
2020-02-09,50,False
2020-02-16,50,False
2020-02-23,52,False
2020-03-01,46,False
2020-03-08,26,False
2020-03-15,13,False
2020-03-22,16,False
2020-03-29,16,False
2020-04-05,30,False
2020-04-12,56,False
2020-04-19,24,False
2020-04-26,21,True
