date,Umzug,isPartial
2018-01-07,22,False
2018-01-14,15,False
2018-01-21,24,False
2018-01-28,23,False
2018-02-04,38,False
2018-02-11,87,False
2018-02-18,26,False
2018-02-25,20,False
2018-03-04,18,False
2018-03-11,23,False
2018-03-18,13,False
2018-03-25,8,False
2018-04-01,16,False
2018-04-08,14,False
2018-04-15,18,False
2018-04-22,11,False
2018-04-29,11,False
2018-05-06,15,False
2018-05-13,16,False
2018-05-20,21,False
2018-05-27,20,False
2018-06-03,22,False
2018-06-10,30,False
2018-06-17,20,False
2018-06-24,17,False
2018-07-01,21,False
2018-07-08,16,False
2018-07-15,20,False
2018-07-22,19,False
2018-07-29,25,False
2018-08-05,26,False
2018-08-12,22,False
2018-08-19,18,False
2018-08-26,31,False
2018-09-02,21,False
2018-09-09,28,False
2018-09-16,19,False
2018-09-23,22,False
2018-09-30,22,False
2018-10-07,21,False
2018-10-14,26,False
2018-10-21,11,False
2018-10-28,16,False
2018-11-04,28,False
2018-11-11,20,False
2018-11-18,22,False
2018-11-25,27,False
2018-12-02,24,False
2018-12-09,20,False
2018-12-16,11,False
2018-12-23,17,False
2018-12-30,19,False
2019-01-06,16,False
2019-01-13,22,False
2019-01-20,11,False
2019-01-27,17,False
2019-02-03,22,False
2019-02-10,18,False
2019-02-17,40,False
2019-02-24,61,False
2019-03-03,80,False
2019-03-10,9,False
2019-03-17,11,False
2019-03-24,20,False
2019-03-31,26,False
2019-04-07,19,False
2019-04-14,17,False
2019-04-21,13,False
2019-04-28,15,False
2019-05-05,15,False
2019-05-12,17,False
2019-05-19,27,False
2019-05-26,24,False
2019-06-02,16,False
2019-06-09,30,False
2019-06-16,31,False
2019-06-23,39,False
2019-06-30,48,False
2019-07-07,16,False
2019-07-14,19,False
2019-07-21,22,False
2019-07-28,14,False
2019-08-04,19,False
2019-08-11,16,False
2019-08-18,26,False
2019-08-25,32,False
2019-09-01,18,False
2019-09-08,24,False
2019-09-15,13,False
2019-09-22,24,False
2019-09-29,18,False
2019-10-06,23,False
2019-10-13,15,False
2019-10-20,26,False
2019-10-27,22,False
2019-11-03,22,False
2019-11-10,26,False
2019-11-17,17,False
2019-11-24,18,False
2019-12-01,18,False
2019-12-08,6,False
2019-12-15,14,False
2019-12-22,13,False
2019-12-29,14,False
2020-01-05,18,False
2020-01-12,11,False
2020-01-19,11,False
2020-01-26,22,False
2020-02-02,28,False
2020-02-09,20,False
2020-02-16,68,False
2020-02-23,100,False
2020-03-01,19,False
2020-03-08,16,False
2020-03-15,14,False
2020-03-22,20,False
2020-03-29,19,False
2020-04-05,20,False
2020-04-12,15,False
2020-04-19,24,False
2020-04-26,15,False
2020-05-03,12,False
2020-05-10,17,False
2020-05-17,15,True
