date,Umzug,isPartial
2018-01-07,5,False
2018-01-14,8,False
2018-01-21,9,False
2018-01-28,12,False
2018-02-04,50,False
2018-02-11,68,False
2018-02-18,4,False
2018-02-25,5,False
2018-03-04,4,False
2018-03-11,6,False
2018-03-18,4,False
2018-03-25,4,False
2018-04-01,3,False
2018-04-08,5,False
2018-04-15,3,False
2018-04-22,5,False
2018-04-29,4,False
2018-05-06,4,False
2018-05-13,5,False
2018-05-20,6,False
2018-05-27,6,False
2018-06-03,6,False
2018-06-10,6,False
2018-06-17,5,False
2018-06-24,4,False
2018-07-01,5,False
2018-07-08,5,False
2018-07-15,5,False
2018-07-22,7,False
2018-07-29,6,False
2018-08-05,7,False
2018-08-12,7,False
2018-08-19,8,False
2018-08-26,8,False
2018-09-02,10,False
2018-09-09,7,False
2018-09-16,5,False
2018-09-23,7,False
2018-09-30,6,False
2018-10-07,9,False
2018-10-14,7,False
2018-10-21,6,False
2018-10-28,10,False
2018-11-04,11,False
2018-11-11,9,False
2018-11-18,4,False
2018-11-25,4,False
2018-12-02,5,False
2018-12-09,5,False
2018-12-16,5,False
2018-12-23,5,False
2018-12-30,4,False
2019-01-06,6,False
2019-01-13,6,False
2019-01-20,7,False
2019-01-27,7,False
2019-02-03,8,False
2019-02-10,9,False
2019-02-17,12,False
2019-02-24,58,False
2019-03-03,87,False
2019-03-10,7,False
2019-03-17,7,False
2019-03-24,7,False
2019-03-31,5,False
2019-04-07,3,False
2019-04-14,3,False
2019-04-21,4,False
2019-04-28,6,False
2019-05-05,5,False
2019-05-12,5,False
2019-05-19,4,False
2019-05-26,5,False
2019-06-02,6,False
2019-06-09,4,False
2019-06-16,5,False
2019-06-23,5,False
2019-06-30,8,False
2019-07-07,7,False
2019-07-14,5,False
2019-07-21,4,False
2019-07-28,4,False
2019-08-04,5,False
2019-08-11,6,False
2019-08-18,7,False
2019-08-25,12,False
2019-09-01,7,False
2019-09-08,7,False
2019-09-15,8,False
2019-09-22,6,False
2019-09-29,6,False
2019-10-06,7,False
2019-10-13,8,False
2019-10-20,6,False
2019-10-27,8,False
2019-11-03,11,False
2019-11-10,9,False
2019-11-17,4,False
2019-11-24,4,False
2019-12-01,5,False
2019-12-08,6,False
2019-12-15,5,False
2019-12-22,4,False
2019-12-29,5,False
2020-01-05,6,False
2020-01-12,8,False
2020-01-19,8,False
2020-01-26,7,False
2020-02-02,10,False
2020-02-09,15,False
2020-02-16,63,False
2020-02-23,100,False
2020-03-01,7,False
2020-03-08,5,False
2020-03-15,5,False
2020-03-22,7,False
2020-03-29,6,False
2020-04-05,3,False
2020-04-12,5,False
2020-04-19,4,False
2020-04-26,5,False
2020-05-03,5,False
2020-05-10,5,False
2020-05-17,4,True
